project_id,asset_id,latitude,longitude,project_name,state,area,street_name,transaction_count,median_psf,median_price
22811,293885,2.9082036,101.4681815,Taman Panglima,Selangor,Telok Panglima Garang,JALAN TOMBAK,1,36,50000
13999,284968,3.049067,101.558453,Taman Pinggiran USJ ,Selangor,USJ,JALAN PINGGIRAN USJ 3/3,1,189,265000
23571,357383,2.8289684,101.6163478,Taman Sri Dagang,Selangor,Banting,JALAN SD1 1/25,1,368,440000
13079,294243,2.80846,101.487999,Taman Sri Putra,Selangor,Banting,JALAN TOMAN 6,1,193,270000
16049,10382,2.6577072,101.5583245,Taman Tanjung Tanjung Sepat,Selangor,Tanjong Sepat,JALAN TAMAN TANJUNG,1,119,100000
13218,7555,3.0084,101.691002,Taman Universiti Indah,Selangor,Seri Kembangan,JALAN INDAH 1/28,1,303,600000
15566,289287,2.875126,101.499715,Tamera Residence,Selangor,Jenjarom,JALAN 3/10,1,383,535700
21820,291483,3.111307,101.460497,Trefoil,Selangor,Setia Alam/Alam Nusantara,JALAN SETIA DAGANG AH U13/AH,1,671,325000
13538,7875,3.13079,101.625999,Tropicana City Tropics,Selangor,Petaling Jaya,JALAN SS 20/27,1,761,475000
13580,7917,3.02094,101.713997,Univ 360 Place,Selangor,Seri Kembangan,JALAN RAYA 2,1,555,502000
13592,265533,3.04615,101.580002,USJ 11,Selangor,USJ,JALAN USJ 11/7,1,330,1100000
13600,265541,3.06064,101.585999,USJ 2,Selangor,USJ,JALAN USJ 2/4E,1,432,675000
13603,265543,3.02468,101.584999,USJ 22,Selangor,USJ,JALAN USJ 22/2B,1,343,850000
13606,265546,3.05605,101.571999,USJ 3,Selangor,USJ,JALAN USJ 3/4B,1,619,740000
13632,7967,3.080259,101.774374,Venice Hill,Selangor,Batu 9th Cheras,PERSIARAN PUTERI 1,1,78,120000
28198,None,2.8994556,101.6614477,PPA1M Larai,Putrajaya,Putrajaya,PRESINT 6,1,216,260000
