,property_type,area_sqft,non_landed,bedrooms,price,state,area,median_psf,median_price,nearby_poi_education,nearby_poi_transportation,nearby_poi_healthcare
102,Terrace House,0.040651465798045607,0,0.42857142857142855,390000,Selangor,Subang Jaya,0.25516403402187116,0.23006993006993007,0.3235294117647059,0.2857142857142857,0.13333333333333333
103,Hotel/Service Apartment,0.04912052117263844,1,0.2857142857142857,485000,Selangor,Kota Damansara,0.3851761846901579,0.10034965034965035,0.3333333333333333,0.11904761904761904,0.13333333333333333
104,Hotel/Service Apartment,0.13602605863192183,1,0.42857142857142855,1050000,Selangor,Kota Damansara,0.3851761846901579,0.10034965034965035,0.3333333333333333,0.11904761904761904,0.13333333333333333
105,Semi-Detached House,0.36325732899022795,0,0.5714285714285714,468060,Selangor,Sepang,0.06682867557715673,0.05846993006993008,0.0,0.023809523809523808,0.0
106,Semi-Detached House,0.36325732899022795,0,0.42857142857142855,468060,Selangor,Sepang,0.06682867557715673,0.05846993006993008,0.0,0.023809523809523808,0.0
107,Terrace House,0.14306188925081434,0,0.5714285714285714,665000,Selangor,Bandar Bukit Raja,0.24605103280680438,0.08601398601398602,0.058823529411764705,0.023809523809523808,0.06666666666666667
108,Terrace House,0.16130293159609121,0,0.5714285714285714,335000,Selangor,Banting,0.10145808019441067,0.039860139860139865,0.0,0.0,0.06666666666666667
109,Terrace House,0.11635179153094463,0,0.5714285714285714,490000,Selangor,Bangi,0.2065613608748481,0.06153846153846154,0.06862745098039215,0.023809523809523808,0.13333333333333333
110,Terrace House,0.1472312703583062,0,0.5714285714285714,693000,Selangor,Cheras South,0.2515188335358444,0.08993006993006994,0.11764705882352942,0.047619047619047616,0.0
111,Condominium/Apartment,0.06592833876221499,1,0.42857142857142855,322896,Selangor,Cyberjaya,0.19258809234507898,0.03816727272727273,0.0784313725490196,0.0,0.0
112,Terrace House,0.08977198697068403,0,0.42857142857142855,230000,Selangor,Denai Alam,0.10510328068043741,0.02517482517482518,0.06862745098039215,0.0,0.13333333333333333
113,Condominium/Apartment,0.08273615635179155,1,0.42857142857142855,320000,Selangor,Puchong,0.16403402187120292,0.03776223776223776,0.11764705882352942,0.09523809523809523,0.13333333333333333
114,Terrace House,0.1289902280130293,0,0.5714285714285714,690000,Selangor,Shah Alam,0.27764277035236934,0.08951048951048951,0.0196078431372549,0.0,0.0
115,Terrace House,0.17667752442996743,0,0.5714285714285714,499000,Selangor,Ampang,0.1500607533414338,0.0627972027972028,0.23529411764705882,0.07142857142857142,0.2
116,Flat,0.030879478827361563,1,0.42857142857142855,60000,Selangor,Damansara Damai,0.034629404617253945,0.0013986013986013986,0.22549019607843135,0.14285714285714285,0.13333333333333333
117,Condominium/Apartment,0.04912052117263844,1,0.42857142857142855,225000,Selangor,Taman TTDI Jaya,0.15188335358444713,0.02447552447552448,0.10784313725490195,0.07142857142857142,0.13333333333333333
118,Hotel/Service Apartment,0.11218241042345276,1,0.42857142857142855,500000,Selangor,USJ,0.2174969623329283,0.06293706293706294,0.411764705882353,0.30952380952380953,0.2
119,Condominium/Apartment,0.09680781758957654,1,0.42857142857142855,458000,Selangor,Kelana Jaya,0.21992709599027946,0.057062937062937066,0.20588235294117646,0.23809523809523808,0.06666666666666667
120,Condominium/Apartment,0.07570032573289903,1,0.42857142857142855,380000,Selangor,Bandar Puteri Puchong,0.21142162818955043,0.046153846153846156,0.1568627450980392,0.11904761904761904,0.26666666666666666
121,Condominium/Apartment,0.07856677524429967,1,0.42857142857142855,912800,Selangor,Cyberjaya,0.5261239368165248,0.12067132867132867,0.08823529411764706,0.047619047619047616,0.06666666666666667
122,Condominium/Apartment,0.1739413680781759,1,0.42857142857142855,800000,Selangor,Bandar Sunway,0.25698663426488455,0.1048951048951049,0.39215686274509803,0.30952380952380953,0.13333333333333333
123,Hotel/Service Apartment,0.08000000000000002,1,0.42857142857142855,400000,Selangor,Seri Kembangan,0.21567436208991494,0.04895104895104895,0.12745098039215685,0.09523809523809523,0.0
124,Flat,0.040651465798045607,1,0.42857142857142855,80000,Selangor,Kajang,0.04556500607533413,0.004195804195804196,0.18627450980392157,0.07142857142857142,0.06666666666666667
125,Terrace House,0.07570032573289903,0,0.42857142857142855,450000,Selangor,Kajang,0.2539489671931956,0.05594405594405595,0.19607843137254904,0.07142857142857142,0.26666666666666666
126,Terrace House,0.15713355048859934,0,0.42857142857142855,550000,Selangor,Petaling Jaya,0.1852976913730255,0.06993006993006994,0.45098039215686275,0.26190476190476186,0.4666666666666667
127,Terrace House,0.1009771986970684,0,0.42857142857142855,385000,Selangor,Shah Alam,0.1755771567436209,0.04685314685314686,0.0392156862745098,0.0,0.2
128,Town House,0.1893159609120521,0,0.42857142857142855,529900,Selangor,Puchong South,0.15127582017010935,0.06711888111888112,0.08823529411764706,0.09523809523809523,0.0
129,Terrace House,0.16130293159609121,0,0.5714285714285714,1000000,Selangor,Damansara Utama,0.34690157958687723,0.13286713286713286,0.35294117647058826,0.16666666666666666,0.26666666666666666
130,Terrace House,0.15283387622149835,0,0.42857142857142855,645000,Selangor,Kelana Jaya,0.22600243013365734,0.08321678321678322,0.28431372549019607,0.3571428571428571,0.13333333333333333
131,Town House,0.22436482084690554,0,0.42857142857142855,980000,Selangor,Sunway Damansara,0.25759416767922233,0.13006993006993006,0.3333333333333333,0.16666666666666666,0.13333333333333333
132,Terrace House,0.10657980456026059,0,0.5714285714285714,715000,Selangor,Tropicana,0.3323207776427703,0.09300699300699301,0.3235294117647059,0.21428571428571427,0.06666666666666667
133,Terrace House,0.1289902280130293,0,0.42857142857142855,690000,Selangor,Puchong,0.27764277035236934,0.08951048951048951,0.04901960784313726,0.0,0.06666666666666667
134,Terrace House,0.1289902280130293,0,0.2857142857142857,50000,Selangor,Telok Panglima Garang,0.0,0.0,0.04901960784313726,0.0,0.13333333333333333
135,Terrace House,0.1289902280130293,0,0.42857142857142855,265000,Selangor,USJ,0.09295261239368165,0.03006993006993007,0.13725490196078433,0.023809523809523808,0.06666666666666667
136,Terrace House,0.10241042345276874,0,0.42857142857142855,440000,Selangor,Banting,0.2017010935601458,0.05454545454545455,0.0196078431372549,0.0,0.06666666666666667
137,Terrace House,0.1289902280130293,0,0.5714285714285714,270000,Selangor,Banting,0.0953827460510328,0.03076923076923077,0.0392156862745098,0.0,0.13333333333333333
138,Terrace House,0.05615635179153094,0,0.2857142857142857,100000,Selangor,Tanjong Sepat,0.05042527339003644,0.006993006993006993,0.0196078431372549,0.0,0.0
139,Terrace House,0.20482084690553745,0,0.42857142857142855,600000,Selangor,Seri Kembangan,0.16221142162818955,0.07692307692307693,0.13725490196078433,0.09523809523809523,0.0
140,Terrace House,0.1289902280130293,0,0.5714285714285714,535700,Selangor,Jenjarom,0.21081409477521262,0.06793006993006993,0.0196078431372549,0.0,0.06666666666666667
141,Hotel/Service Apartment,0.009771986970684036,1,0.0,325000,Selangor,Setia Alam/Alam Nusantara,0.3857837181044957,0.038461538461538464,0.09803921568627451,0.0,0.0
142,Hotel/Service Apartment,0.028013029315960912,1,0.2857142857142857,475000,Selangor,Petaling Jaya,0.44046172539489664,0.05944055944055944,0.39215686274509803,0.19047619047619047,0.26666666666666666
143,Hotel/Service Apartment,0.06449511400651464,1,0.42857142857142855,502000,Selangor,Seri Kembangan,0.31530984204131224,0.06321678321678321,0.13725490196078433,0.09523809523809523,0.0
144,Terrace House,0.38149837133550485,0,0.42857142857142855,1100000,Selangor,USJ,0.17861482381530983,0.14685314685314685,0.3235294117647059,0.19047619047619047,0.06666666666666667
145,Terrace House,0.15009771986970682,0,0.42857142857142855,675000,Selangor,USJ,0.24058323207776425,0.08741258741258742,0.39215686274509803,0.2857142857142857,0.2
146,Terrace House,0.26931596091205207,0,0.42857142857142855,850000,Selangor,USJ,0.1865127582017011,0.11188811188811189,0.23529411764705882,0.11904761904761904,0.13333333333333333
147,Terrace House,0.10241042345276874,0,0.42857142857142855,740000,Selangor,USJ,0.3541919805589307,0.0965034965034965,0.303921568627451,0.16666666666666666,0.06666666666666667
