name,type,sub_type,category,latitude,longitude
Sekolah Menengah Kebangsaan Kompleks Sultan Abu Bakar,secondary,education,Public School,1.3842821269999999,103.5991725
Sekolah Kebangsaan Kompleks Sultan Abu Bakar,cluster,education,Public School,1.3860143280000001,103.5971099
Sekolah Kebangsaan Morni Pok,primary,education,Public School,1.35992929,103.58787240000001
Sekolah Kebangsaan Tiram Duku,primary,education,Public School,1.381466628,103.56585679999999
Sekolah Kebangsaan Tg Kupang,primary,education,Public School,1.360079451,103.6124253
Sekolah Menengah Kebangsaan Tanjung Adang,secondary,education,Public School,1.3555,103.5657
Sekolah Kebangsaan Tanjong Adang,primary,education,Public School,1.35451811,103.56507359999999
Sekolah Kebangsaan Pendas Laut,cluster,education,Public School,1.374462724,103.6284435
Shattuck St. Mary's School,early years,education,International School,1.3366912,103.5938561
Klinik Desa Paya Mengkuang,clinic,healthcare,Government,1.37694,103.59361
Klinik Kesihatan Paya Mengkuang,clinic,healthcare,Government,1.3791879999999999,103.589448
Klinik Desa Tiram Duku,clinic,healthcare,Government,1.3824299999999998,103.56832
Sekolah Kebangsaan Sungai Kapal,primary,education,Public School,1.385585,104.26785500000001
Sekolah Jenis Kebangsaan (Cina) Tai Sin,primary,education,Public School,1.383751,104.268225
Sekolah Jenis Kebangsaan (Cina) Peay Min,primary,education,Public School,1.372343717,104.24723709999999
Sekolah Kebangsaan Telok Ramunia,primary,education,Public School,1.368482,104.239513
Klinik Desa Teluk Ramunia,clinic,healthcare,Government,1.3724299999999998,104.24753
Sekolah Kebangsaan Medini,primary,education,Public School,1.423291192,103.64177409999999
Sekolah Kebangsaan Sikijang,primary,education,Public School,1.43090094,103.66469620000001
Raffles American School,elementary,education,International School,1.439022,103.648095
Mount Kelly Malaysia,preschool,education,International School,1.4136360000000001,103.627117
Paragon Private and International School,primary,education,Private School,1.3922780000000001,103.638416
Sunway International School - Sunway Iskandar,primary,education,International School,1.3930202,103.635092
Marlborough College Malaysia,primary,education,International School,1.442828,103.650902
University of Reading Malaysia,tertiary,education,Private University,1.430485,103.615679
Cherie Hearts International Preschool - Setia Eco Garden,preschool,education,Preschool,1.4378363,103.6189968
Sekolah Menengah Kebangsaan Medini,secondary,education,Public School,1.43726651,103.6174572
NuMED - Newcastle University Medicine Malaysia,tertiary,education,Private University College,1.429539,103.61357199999999
University of Southampton Malaysia Campus,tertiary,education,Private University,1.430168,103.612131
Gleneagles Medini,hospital,healthcare,Private,1.4263424,103.63562259999999
Hoo Specialist Maternity & Surgery Sdn. Bhd.,hospital,healthcare,Private,1.42697,103.6354115
Sekolah Jenis Kebangsaan (Cina) Ming Chih,primary,education,Public School,1.458918,103.64465
Sekolah Kebangsaan Ladang Pendas,primary,education,Public School,1.424862481,103.5924858
Sekolah Menengah Kebangsaan Gelang Patah,secondary,education,Public School,1.449413061,103.59095959999999
Sekolah Kebangsaan Gelang Patah,primary,education,Public School,1.448587205,103.5885912
Sekolah Jenis Kebangsaan (Cina) Ming Terk,primary,education,Public School,1.450142389,103.5902488
Sekolah Kebangsaan Taman Nusa Perintis,primary,education,Public School,1.455907284,103.59262530000001
Klinik Kesihatan Gelang Patah,clinic,healthcare,Government,1.447719,103.590287
Sekolah Kebangsaan Sungai Melayu,primary,education,Public School,1.452866639,103.6962068
Klinik Desa Sungai Melayu,clinic,healthcare,Government,1.4519,103.69329
Sekolah Jenis Kebangsaan (Tamil) Gelang Patah,primary,education,Public School,1.458679791,103.57474029999999
Sekolah Menengah Kebangsaan Taman Nusajaya,secondary,education,Public School,1.4687052980000002,103.5820225
Sekolah Kebangsaan Nusantara,primary,education,Public School,1.468252154,103.580727
Sekolah Kebangsaan Kampung Pulai,primary,education,Public School,1.4767304980000002,103.5672998
Klinik Desa Kampung Pulai,clinic,healthcare,Government,1.4771459999999998,103.566077
Sekolah Menengah Kebangsaan Taman Bukit Indah,secondary,education,Public School,1.48058623,103.6426404
Columbia Asia Hospital Iskandar Puteri,hospital,healthcare,Private,1.4788125,103.6373554
Sekolah Kebangsaan Tg Puteri Resort,primary,education,Public School,1.454459358,103.9328849
Sekolah Kebangsaan Pasir Puteh,primary,education,Public School,1.435732768,103.93070159999999
Sekolah Menengah Kebangsaan Tg Puteri Resort,secondary,education,Public School,1.4583955690000001,103.9381313
Sekolah Kebangsaan Pasir Gudang 3,primary,education,Public School,1.458567,103.916414
Sekolah Menengah Kebangsaan Pasir Putih,secondary,education,Public School,1.473571903,103.93725690000001
Sekolah Menengah Kebangsaan Pasir Gudang 3,secondary,education,Public School,1.46343112,103.91432940000001
Sekolah Kebangsaan Taman Pasir Putih,cluster,education,Public School,1.47516997,103.9372998
Sekolah Kebangsaan Pasir Gudang (1),primary,education,Public School,1.4594734669999998,103.9082301
Sekolah Kebangsaan Pasir Gudang (2),primary,education,Public School,1.456508,103.906469
Sekolah Kebangsaan Kota Masai 2,primary,education,Public School,1.478333926,103.95587950000001
Sekolah Menengah Kebangsaan Pasir Gudang,secondary,education,Public School,1.470472292,103.9067012
Sekolah Menengah Kebangsaan Kota Masai 2,secondary,education,Public School,1.47972821,103.9571804
Sekolah Kebangsaan Kota Masai,primary,education,Public School,1.486528013,103.9508665
Sekolah Jenis Kebangsaan (Tamil) Pasir Gudang,primary,education,Public School,1.486367134,103.9175642
Sekolah Kebangsaan Kota Masai 3,primary,education,Public School,1.489562,103.926525
Klinik Desa Pasir Putih,clinic,healthcare,Government,1.43489,103.93095
Klinik Kesihatan Pasir Gudang,clinic,healthcare,Government,1.463943,103.906293
Hospital Penawar,hospital,healthcare,Private,1.468474,103.9041072
Hospital Waqaf An-Nur Pasir Gudang,hospital,healthcare,Private,1.4761826999999998,103.90261770000001
Tenby Schools - Setia Eco Gardens,primary,education,Private School,1.4935,103.5917
Tenby International School - Johor Bahru,primary,education,International School,1.493534,103.591718
Sekolah Jenis Kebangsaan (Cina) Pai Tze,primary,education,Public School,1.494593368,103.59279959999999
NMIT - Netherlands Maritime Institute of Technology,tertiary,education,Private University,1.459552,103.76252099999999
Raffles University Iskandar,tertiary,education,Private University,1.45951,103.762428
Sekolah Kebangsaan Ayer Molek,primary,education,Public School,1.462465839,103.757903
Sekolah Jenis Kebangsaan (Cina) St Joseph,primary,education,Public School,1.465834,103.758348
Sekolah Kebangsaan St. Joseph,cluster,education,Public School,1.46594621,103.7582195
Kolej Vokasional Tanjung Puteri,secondary,education,Public School,1.471791504,103.7669152
Sekolah Menengah Kebangsaan Dato Jaafar,secondary,education,Public School,1.4726093080000002,103.76708149999999
Sekolah Kebangsaan (P) Bandar Tinggi,primary,education,Public School,1.4669490280000002,103.7573075
Sekolah Kebangsaan Infant Jesus Convent,primary,education,Public School,1.4643,103.7546
Sekolah Menengah Kebangsaan Infant Jesus Convent,secondary,education,Public School,1.4647235230000002,103.7542525
Sekolah Menengah Kebangsaan Taman Pelangi,secondary,education,Public School,1.4757330469999999,103.7739882
Sekolah Kebangsaan Ngee Heng,primary,education,Public School,1.470638535,103.75428740000001
Sekolah Menengah Kebangsaan (P) Sultan Ibrahim,cluster,education,Public School,1.473278,103.751796
Sekolah Kebangsaan Temenggong Abdul Rahman 2,primary,education,Public School,1.474971552,103.7522542
Sekolah Kebangsaan (P) Sultan Ibrahim,primary,education,Public School,1.473974101,103.7513101
Sekolah Kebangsaan Taman Pelangi,primary,education,Public School,1.481417437,103.7756592
Sekolah Kebangsaan Temenggong Abdul Rahman 1,cluster,education,Public School,1.475706234,103.7520128
Sekolah Kebangsaan (P) Jln. Yahya Awal,primary,education,Public School,1.472874759,103.74925019999999
Claz'room Academy,tertiary,education,Private College,1.482664,103.77472900000001
Sekolah Menengah Kebangsaan Sri Tebrau,secondary,education,Public School,1.4859139940000001,103.7747929
Sekolah Menengah Kebangsaan Sultanah Engku Tun Aminah,secondary,education,Public School,1.4651100000000001,103.74161
Sekolah Jenis Kebangsaan (Tamil) Jalan Yahya Awal,primary,education,Public School,1.478328563,103.7480271
Sekolah Kebangsaan Pendidikan Khas Princess Elizabeth,cluster,education,Public School,1.4660132430000001,103.7399295
Sekolah Rendah Agama Bersepadu Johor Bahru,primary,education,Public School,1.4888500230000001,103.7713999
Maktab Sultan Abu Bakar,cluster,education,Public School,1.4631576240000002,103.73874659999998
Sekolah Kebangsaan Angkatan Tentera,primary,education,Public School,1.4890109009999999,103.7615186
Sekolah Menengah Kebangsaan Aminuddin Baki,secondary,education,Public School,1.478189134,103.7444276
Sekolah Menengah Kebangsaan Sultan Ismail,secondary,education,Public School,1.47870931,103.7445456
Sekolah Kebangsaan Nong Chik,primary,education,Public School,1.4662250680000002,103.7377703
Sekolah Jenis Kebangsaan (Cina) Foon Yew 2,primary,education,Public School,1.480033879,103.74356929999999
Sekolah Menengah Kebangsaan Mohd Khalid,cluster,education,Public School,1.478650321,103.74210749999999
Brainy Bunch  - Taman Nong Chik,elementary,education,Preschool,1.4733296999999999,103.73850440000001
Utama International School - Johor Campus,primary,education,International School,1.4915653999999998,103.75996359999999
Sekolah Sri Utama - Johor Campus,primary,education,Private School,1.4915653999999998,103.75996359999999
Sekolah Kebangsaan Sri Tebrau,cluster,education,Public School,1.493059665,103.77477409999999
Sekolah Kebangsaan Larkin 1,primary,education,Public School,1.488485366,103.7504679
Sekolah Kebangsaan Larkin 2,primary,education,Public School,1.489375558,103.7504733
Sekolah Sri Ara,primary,education,Private School,1.464972,103.733278
Sri Ara International School,primary,education,International School,1.4649718999999999,103.7332777
Sekolah Jenis Kebangsaan (Cina) Foon Yew 3,primary,education,Public School,1.491016515,103.750897
Sekolah Jenis Kebangsaan (Cina) Foon Yew 1,primary,education,Public School,1.4967652169999999,103.7620068
Sekolah Kebangsaan Tebrau Bakar Batu,primary,education,Public School,1.497843096,103.78331419999999
Sekolah Kebangsaan Taman Suria,primary,education,Public School,1.501848944,103.762157
Sekolah Kebangsaan Tanjung Puteri,primary,education,Public School,1.498207752,103.749277
Landmark Medical Centre Sdn. Bhd,hospital,healthcare,Private,1.465557,103.75947109999998
Klinik Kesihatan Mahmoodiah,clinic,healthcare,Government,1.4624700000000002,103.74842
Century Specialist Maternity Sdn. Bhd.,hospital,healthcare,Private,1.4805098,103.76332370000002
"Hospital Sultanah Aminah, Johor Bahru",hospital,healthcare,Government,1.45852,103.74591
Pelangi Medical Centre Sdn. Bhd.,hospital,healthcare,Private,1.4841577,103.77507879999999
Klinik Kesihatan Tebrau,clinic,healthcare,Government,1.48875,103.77123
Hospital Pakar KPJ Johor (KPJ Johor Specialist Hospital),hospital,healthcare,Private,1.4759790000000002,103.741242
Regency Specialist Hospital,hospital,healthcare,Private,1.4907068,103.7420437
Puteri Specialist Hospital,hospital,healthcare,Private,1.4907068,103.7420437
Klinik Kesihatan Larkin,clinic,healthcare,Government,1.4969649999999999,103.748751
Klinik Desa Bakar Batu,clinic,healthcare,Government,1.49833,103.78583
Sekolah Menengah Kebangsaan Pasir Gudang 2,secondary,education,Public School,1.470579545,103.8953796
Sekolah Kebangsaan Pasir Gudang 4,primary,education,Public School,1.4693970809999999,103.8922575
Sekolah Kebangsaan Taman Bukit Dahlia,primary,education,Public School,1.484801251,103.90041409999999
Sekolah Kebangsaan Taman Cendana,primary,education,Public School,1.486721067,103.9059073
Sekolah Jenis Kebangsaan (Tamil) Masai,cluster,education,Public School,1.488520223,103.8835886
Sekolah Kebangsaan Masai,primary,education,Public School,1.488968,103.8840473
Sekolah Jenis Kebangsaan (Cina) Masai,primary,education,Public School,1.4903207,103.8849077
Sekolah Menengah Kebangsaan Kota Masai,secondary,education,Public School,1.495148396,103.9255276
Sekolah Menengah Kebangsaan Taman Nusa Damai,cluster,education,Public School,1.498674297,103.89960409999999
Sekolah Kebangsaan Taman Nusa Damai,primary,education,Public School,1.5017148790000001,103.8993251
Sekolah Kebangsaan Seri Alam 2,primary,education,Public School,1.495663205,103.88519529999999
Sekolah Kebangsaan Taman Rinting 1,primary,education,Public School,1.485155,103.873731
Sekolah Menengah Kebangsaan Dato Penggawa Timur,cluster,education,Public School,1.4928827,103.87833420000001
Pasir Gudang Specialist Hospital,hospital,healthcare,Private,1.4770264,103.895794
Klinik Kesihatan Masai,clinic,healthcare,Government,1.489205,103.885109
Sekolah Kebangsaan Taman Bukit Indah,primary,education,Public School,1.473244781,103.6645675
Sekolah Jenis Kebangsaan (Tamil) Ladang Bukit Serampang,primary,education,Public School,1.4804883999999998,103.649869
Sekolah Menengah Kebangsaan Dato' Usman Awang,secondary,education,Public School,1.476383,103.670214
Sekolah Kebangsaan Taman Perling 3,primary,education,Public School,1.472435022,103.6733115
Sekolah Menengah Kebangsaan Taman Selesa Jaya,secondary,education,Public School,1.489005,103.635287
Sekolah Kebangsaan Taman Selesa Jaya,cluster,education,Public School,1.490705484,103.63816379999999
Sekolah Menengah Kebangsaan Bandar Uda Utama,secondary,education,Public School,1.491367,103.669496
Sekolah Menengah Kebangsaan Taman Selesa Jaya 2,secondary,education,Public School,1.49556,103.637
Sekolah Menengah Kebangsaan Seri Perling,secondary,education,Public School,1.483578,103.68423100000001
Sekolah Kebangsaan Sungai Danga,primary,education,Public School,1.467286875,103.69156120000001
Sekolah Kebangsaan Taman Skudai Baru 2,primary,education,Public School,1.496507812,103.63180159999999
Sekolah Kebangsaan Seri Perling 2,primary,education,Public School,1.4944593030000002,103.6759722
Sekolah Kebangsaan Taman Damai Jaya,primary,education,Public School,1.503640043,103.64775
Pusat Pakar Sakit Puan Dan Perbidanan Khor & Loh Sdn. Bhd,hospital,healthcare,Private,1.492815,103.658879
Sekolah Tun Fatimah,secondary,education,Public School,1.491558138,103.73565409999999
Sekolah Menengah Teknik Johor Bahru,cluster,education,Public School,1.493317,103.727591
Sekolah Menengah Kebangsaan Tasek Utara,cluster,education,Public School,1.494413721,103.7291846
Kolej Vokasional Perdagangan,cluster,education,Public School,1.494342,103.72720699999999
Sekolah Kebangsaan Bandar Uda 2,primary,education,Public School,1.49401957,103.7202877
Sekolah Kebangsaan Tasek Utara,primary,education,Public School,1.496706228,103.7289888
Sekolah Menengah Kebangsaan Saint Joseph,secondary,education,Public School,1.497081609,103.74095140000001
Brainy Bunch Larkin,elementary,education,Preschool,1.497881,103.742563
Sekolah Kebangsaan Kompleks Uda,primary,education,Public School,1.492914875,103.7138987
Sekolah Jenis Kebangsaan (Cina) Foon Yew 4,primary,education,Public School,1.4992588180000002,103.7332428
Sekolah Menengah Kebangsaan Tasek Utara 2,secondary,education,Public School,1.4987869109999998,103.7263602
Sekolah Menengah Kebangsaan Bandar Baru Uda,secondary,education,Public School,1.4976848999999999,103.7193865
Kolej Vokasional (Ert) Azizah,secondary,education,Public School,1.5017309669999999,103.73531340000001
Sekolah Kebangsaan Pengkalan Rinting,primary,education,Public School,1.493536936,103.7042052
Sekolah Kebangsaan Taman Sutera,primary,education,Public School,1.477722585,103.69342270000001
Klinik Kesihatan Tampoi,clinic,healthcare,Government,1.492824,103.70587900000001
Klinik Desa Antoi,clinic,healthcare,Government,1.506667,103.76893199999999
Sekolah Kebangsaan Taman Cahaya Masai,primary,education,Public School,1.5063749530000001,103.9268929
Sekolah Jenis Kebangsaan (Cina) Tampoi,primary,education,Public School,1.5003688730000002,103.70436070000001
Sekolah Menengah Agama Al Quran Waddin,secondary,education,Public School,1.507171293,103.7555695
Sekolah Kebangsaan Majidi Baru,primary,education,Public School,1.508643316,103.7625754
Sekolah Kebangsaan Taman Perling,primary,education,Public School,1.4943037869999998,103.6836487
Sekolah Kebangsaan Kg Pasir,primary,education,Public School,1.498733285,103.69749959999999
Sekolah Jenis Kebangsaan (Cina) Pei Hwa,primary,education,Public School,1.494920486,103.6831659
Sekolah Menengah Kebangsaan Dato Abdul Rahman Yassin,secondary,education,Public School,1.5028620000000001,103.70147800000001
Sekolah Kebangsaan Seri Melati,primary,education,Public School,1.507361664,103.6988997
Sekolah Menengah Kebangsaan Sri Rahmat,secondary,education,Public School,1.507302676,103.69391350000001
Klinik Kesihatan Kempas,clinic,healthcare,Government,1.5081229999999999,103.70738100000001
Sekolah Jenis Kebangsaan (Cina) Kuo Kuang 2,primary,education,Public School,1.5036507680000002,103.671847
Sekolah Menengah Kebangsaan Damai Jaya,secondary,education,Public School,1.5049324219999998,103.64143879999999
Sekolah Kebangsaan Taman Tun Aminah 2,primary,education,Public School,1.507570804,103.6538923
Sekolah Jenis Kebangsaan (Tamil) Taman Tun Aminah,primary,education,Public School,1.508889994,103.64822209999998
Sekolah Kebangsaan Seri Kenanga,primary,education,Public School,1.510091206,103.7031484
Sekolah Jenis Kebangsaan (Cina) Ping Ming,primary,education,Public School,1.503329014,103.6182511
Klinik Desa Lima Kedai,clinic,healthcare,Government,1.50216,103.61673
Sekolah Menengah Kebangsaan Tun Syed Nasir Ismail,secondary,education,Public School,1.5102333140000002,103.7644261
Sekolah Menengah Kebangsaan Taman Tun Aminah,secondary,education,Public School,1.5128797330000001,103.6583233
Sekolah Kebangsaan Mohd Khir Johari,primary,education,Public School,1.5132819240000002,103.7528497
Sekolah Menengah Kebangsaan Permas Jaya 2,secondary,education,Public School,1.494539742,103.81119040000002
Sekolah Kebangsaan Permas Jaya 4,primary,education,Public School,1.49544602,103.8110241
Klinik Kesihatan Majidee,clinic,healthcare,Government,1.51435,103.7575
UniWorld International School,primary,education,International School,1.5005638000000001,103.8790535
Sekolah Menengah Kebangsaan Taman Rinting 2,secondary,education,Public School,1.488753496,103.8643062
Sekolah Jenis Kebangsaan (Cina) Nam Heng Baru,primary,education,Public School,1.503567649,103.879635
Sekolah Kebangsaan Bandar Seri Alam,primary,education,Public School,1.506176538,103.8835108
Sekolah Kebangsaan Taman Rinting 3,primary,education,Public School,1.483358706,103.8597813
Sekolah Kebangsaan Taman Rinting 2,cluster,education,Public School,1.492459054,103.864333
Sekolah Menengah Kebangsaan Bandar Seri Alam,secondary,education,Public School,1.507951546,103.8867241
Sekolah Menengah Kebangsaan Seri Alam 2,secondary,education,Public School,1.511222705,103.8916808
Sekolah Kebangsaan Taman Megah Ria,primary,education,Public School,1.491499149,103.8583785
Sekolah Kebangsaan Taman Scientex,primary,education,Public School,1.50990888,103.91374470000001
Sekolah Menengah Kebangsaan Taman Scientex,secondary,education,Public School,1.511798,103.913311
Sekolah Menengah Kebangsaan Taman Megah Ria,secondary,education,Public School,1.4888661109999999,103.8505679
Sekolah Menengah Kebangsaan Seri Kota Puteri,secondary,education,Public School,1.497993249,103.8586038
Sekolah Jenis Kebangsaan (Cina) Chee Tong,primary,education,Public School,1.48991,103.850052
Sekolah Kebangsaan Seri Kota Puteri,primary,education,Public School,1.498524145,103.85233819999999
Brainy Bunch - Seri Alam,elementary,education,Preschool,1.5084515,103.8683462
Sekolah Menengah Kebangsaan Seri Kota Puteri 2,secondary,education,Public School,1.494121459,103.8409603
Sekolah Kebangsaan Seri Kota Puteri 4,primary,education,Public School,1.4953789869999998,103.8416845
Sekolah Kebangsaan Sri Amar,primary,education,Public School,1.5168212019999998,103.7597054
Sekolah Kebangsaan Taman Mutiara Rini 2,primary,education,Public School,1.5191592680000001,103.62962900000001
Sekolah Kebangsaan Taman Skudai Baru,primary,education,Public School,1.5203551119999998,103.6567998
Sekolah Kebangsaan Taman Tampoi Utama,primary,education,Public School,1.516043634,103.68017259999999
Sekolah Kebangsaan Pendidikan Khas Johor Bahru,primary,education,Public School,1.521722,103.65263399999999
Sekolah Menengah Kebangsaan Taman Mutiara Rini 2,secondary,education,Public School,1.5216379999999998,103.650408
Sekolah Kebangsaan Taman Cempaka,primary,education,Public School,1.5135178759999999,103.699742
Sekolah Kebangsaan Taman Bukit Mewah,primary,education,Public School,1.5194756569999999,103.68747890000002
Sekolah Jenis Kebangsaan (Cina) Pei Hwa 2,primary,education,Public School,1.5099272,103.80564940000001
Sekolah Kebangsaan Taman Molek,primary,education,Public School,1.522266853,103.7831748
Sekolah Menengah Kebangsaan Taman Molek,secondary,education,Public School,1.523672,103.782021
Sekolah Kebangsaan Perumahan Tampoi 2,primary,education,Public School,1.517437894,103.7027246
Sekolah Kebangsaan Taman Tun Aminah,primary,education,Public School,1.522146196,103.66746429999999
Sekolah Menengah Kebangsaan Taman Sutera,secondary,education,Public School,1.522164965,103.6684808
Sekolah Kebangsaan Taman Damansara Aliff,primary,education,Public School,1.515083739,103.7236136
Sekolah Menengah Kebangsaan Taman Damansara Aliff,secondary,education,Public School,1.51535991,103.72575400000001
Kempas Medical Centre,hospital,healthcare,Private,1.5217869,103.72461679999999
Sekolah Kebangsaan Kopok,primary,education,Public School,1.512407829,103.9254123
Sekolah Menengah Kebangsaan Majidi Baru 2,secondary,education,Public School,1.524779195,103.7576911
Cherie Hearts International Preschool - Sutera Utama,preschool,education,Preschool,1.5261076,103.6745382
Sekolah Jenis Kebangsaan (Cina) Kuo Kuang,primary,education,Public School,1.526586363,103.67018399999999
Klinik Kesihatan Taman Ungku Tun Aminah,clinic,healthcare,Government,1.525611,103.666933
Excelsior International School (EIS),primary,education,International School,1.5250099,103.87776550000001
Sekolah Jenis Kebangsaan (Tamil) Ladang Rini,primary,education,Public School,1.522870137,103.649472
Sekolah Kebangsaan Kempas,primary,education,Public School,1.527358565,103.71658620000001
Sekolah Menengah Kebangsaan Tan Sri Osman Mohd Sa'At,secondary,education,Public School,1.4947038369999999,103.434391
Sekolah Jenis Kebangsaan (Cina) Cheow Min,primary,education,Public School,1.484500944,103.41611440000001
Sekolah Kebangsaan Sungai Bunyi,primary,education,Public School,1.4748535740000002,103.4191453
Sekolah Kebangsaan Seri Bunian,primary,education,Public School,1.492067585,103.445549
Sekolah Kebangsaan Parit Patah,primary,education,Public School,1.5016076280000001,103.41997409999999
Sekolah Menengah Kebangsaan Dato` Penggawa Barat,secondary,education,Public School,1.491537134,103.4041786
Sekolah Menengah Kebangsaan Dato` Ali Hj Ahmad,secondary,education,Public School,1.4888586030000002,103.4031272
Sekolah Maahad Pontian,secondary,education,Public School,1.488340575,103.40273020000001
Sekolah Jenis Kebangsaan (Cina) Bin Chong,primary,education,Public School,1.473576461,103.3949438
Sekolah Kebangsaan Rimba Terjun,primary,education,Public School,1.456288034,103.4041142
Sekolah Jenis Kebangsaan (Cina) Pei Chun 1,primary,education,Public School,1.488128752,103.3908373
Sekolah Jenis Kebangsaan (Cina) Pei Chun (2),primary,education,Public School,1.488147521,103.3906978
Sekolah Jenis Kebangsaan (Cina) Gau San,primary,education,Public School,1.487997,103.388879
Sekolah Kebangsaan Bandar Pontian,primary,education,Public School,1.491973739,103.38856820000001
Sekolah Kebangsaan Parit Rambai,primary,education,Public School,1.443302255,103.4373415
Sekolah Kebangsaan Tengku Mahmood Iskandar 2,primary,education,Public School,1.491351678,103.3865055
Kolej Tingkatan Enam Pontian,secondary,education,Public School,1.507922,103.39268100000001
Sekolah Kebangsaan Parit Kudus,primary,education,Public School,1.5272888519999999,103.42531170000001
Sekolah Kebangsaan Tengku Mahmood Iskandar 1,primary,education,Public School,1.4930945219999998,103.3859718
Sekolah Kebangsaan Parit Selangor,primary,education,Public School,1.52555676,103.44294190000001
Klinik Desa Sungai Bunyi,clinic,healthcare,Government,1.47441,103.42047
Klinik Desa Parit Mesjid,clinic,healthcare,Government,1.49833,103.41889
Klinik Desa Sri Bunian,clinic,healthcare,Government,1.48996,103.448
Klinik Desa Rimba Terjun,clinic,healthcare,Government,1.45525,103.40437
Klinik Desa Parit Semerah,clinic,healthcare,Government,1.5223,103.42298000000001
Klinik Desa Parit Rambai,clinic,healthcare,Government,1.44556,103.43472
Klinik Desa Parit Selangor,clinic,healthcare,Government,1.52588,103.44206
Hospital Pontian,hospital,healthcare,Government,1.4988,103.38598
Sekolah Jenis Kebangsaan (Cina) Pandan,primary,education,Public School,1.5274711769999998,103.76873909999999
Sekolah Menengah Kebangsaan Mutiara Rini,secondary,education,Public School,1.524618319,103.6345643
Sekolah Kebangsaan Taman Mutiara Rini,cluster,education,Public School,1.525063408,103.64062609999999
Sekolah Jenis Kebangsaan (Cina) Thorburn,primary,education,Public School,1.526188866,103.6279278
Sekolah Kebangsaan Taman Universiti 3,primary,education,Public School,1.5270153640000002,103.6200321
Sekolah Menengah Kebangsaan Permas Jaya 3,secondary,education,Public School,1.4889411869999998,103.82471679999999
Sekolah Kebangsaan Senibong,primary,education,Public School,1.490292564,103.8224047
Sekolah Kebangsaan Permas Jaya 5,primary,education,Public School,1.491654665,103.81913780000001
Sekolah Kebangsaan Taman Permas Jaya 3,primary,education,Public School,1.500650408,103.821069
Sekolah Jenis Kebangsaan (Tamil) Permas Jaya,primary,education,Public School,1.510432,103.827477
REAL International School - Johor,primary,education,International School,1.5042149999999999,103.814727
REAL Schools Johor,primary,education,Private School,1.5042149999999999,103.814727
Sekolah Menengah Kebangsaan Permas Jaya,secondary,education,Public School,1.5102735330000001,103.8229465
Sekolah Kebangsaan Permas Jaya 1,primary,education,Public School,1.5118340000000001,103.822356
Sekolah Kebangsaan Taman Permas Jaya 2,primary,education,Public School,1.5150730140000002,103.8199103
Sekolah Jenis Kebangsaan (Cina) Chien Chi,primary,education,Public School,1.525245734,103.82290359999999
Klinik Desa Permas Jaya,clinic,healthcare,Government,1.51017,103.82005
Klinik Desa Plentong,clinic,healthcare,Government,1.52262,103.82061
Sekolah Seni Malaysia Johor,cluster,education,Public School,1.527004639,103.8977265
Cherie Hearts International Preschool - Taman Molek,preschool,education,Preschool,1.529844,103.7939654
Sekolah Kebangsaan Kangka Tebrau,primary,education,Public School,1.53218482,103.7557518
Sekolah Kebangsaan Cahaya Baru,primary,education,Public School,1.524478894,103.93432800000001
Klinik Desa Kampung Cahaya Baru,clinic,healthcare,Government,1.52397,103.935
Klinik Desa Kempas,clinic,healthcare,Government,1.53267,103.71484
Sekolah Jenis Kebangsaan (Cina) Johor Jaya,primary,education,Public School,1.5320770000000001,103.801819
Jb Specialist Hospital Sdn. Bhd.,hospital,healthcare,Private,1.53398,103.79700000000001
Sekolah Menengah Kebangsaan Taman Universiti,secondary,education,Public School,1.5278,103.6159
Sekolah Menengah Kebangsaan Taman Universiti 2,secondary,education,Public School,1.533758713,103.6319223
Klinik Kesihatan Cahaya Baru,clinic,healthcare,Government,1.530564,103.931425
Sekolah Jenis Kebangsaan (Cina) Pu Sze,primary,education,Public School,1.5360350919999999,103.66209980000001
Hospital Pakar Skudai ( Skudai Surgical (M) Sdn. Bhd.),hospital,healthcare,Private,1.53168,103.666
Sekolah Kebangsaan Pontian Besar,primary,education,Public School,1.5084717140000001,103.3878922
Sekolah Jenis Kebangsaan (Tamil) Jalan Parit Ibrahim,primary,education,Public School,1.505987561,103.3843544
Sekolah Menengah Kebangsaan Sri Perhentian,secondary,education,Public School,1.5055383919999998,103.38379379999999
Sekolah Jenis Kebangsaan (Cina) Tah Tong,primary,education,Public School,1.506192625,103.3807468
Klinik Kesihatan Pontian ,clinic,healthcare,Government,1.50111,103.383333
Sekolah Kebangsaan Taman Universiti 4,primary,education,Public School,1.5353915930000002,103.6271238
Sekolah Kebangsaan Taman Universiti 2,primary,education,Public School,1.531659295,103.6124843
Pusat Pakar Perbidanan Dan Wanita Perdana,hospital,healthcare,Private,1.5333333,103.6166667
Klinik Desa Kangkar Tebrau,clinic,healthcare,Government,1.53564,103.757951
Sekolah Jenis Kebangsaan (Tamil) Ladang Sg Plentong,primary,education,Public School,1.536568659,103.8424703
Southern University College,tertiary,education,Private College,1.533636,103.681709
Sekolah Menengah Kebangsaan Impian Emas,secondary,education,Public School,1.537016427,103.6813822
Universiti Teknologi Malaysia (Utm),tertiary,education,Public University,1.537909,103.662227
Sekolah Kebangsaan Sekudai Bt 10,primary,education,Public School,1.539134609,103.6601955
Klinik Desa Skudai,clinic,healthcare,Government,1.53821,103.66023
Sekolah Kebangsaan Api Api,primary,education,Public School,1.53209902,103.36944670000001
