name,type,sub_type,category,latitude,longitude
Klinik Desa Parit Jelutong,clinic,healthcare,Government,1.8474409999999999,103.084695
Klinik Desa Parit Raja,clinic,healthcare,Government,1.86368,103.10959
Klinik Kesihatan Parit Raja,clinic,healthcare,Government,1.863694,103.10959
Klinik Desa Parit Lapis Sempadan,clinic,healthcare,Government,1.81665,103.11945
Klinik Desa Parit Pandan,clinic,healthcare,Government,1.8208400000000002,103.06503000000001
Brainy Bunch -  Batu Pahat (new),elementary,education,Preschool,1.8530779999999998,103.02295699999999
Sekolah Jenis Kebangsaan (Cina) Chong Hwa Sri Gading,primary,education,Public School,1.85618229,103.0320597
Sekolah Jenis Kebangsaan (Tamil) Sri Gading,primary,education,Public School,1.84088183,103.0190295
Sekolah Kebangsaan Seri Gading,primary,education,Public School,1.8652099999999998,103.03050999999999
Sekolah Kebangsaan Seri Aman,primary,education,Public School,1.8383602319999999,103.0410612
Sekolah Jenis Kebangsaan (Cina) Panchor,primary,education,Public School,1.867256754,103.00171850000001
Sekolah Menengah Kebangsaan Seri Gading,secondary,education,Public School,1.8524,103.051
Sekolah Jenis Kebangsaan (Cina) York Chai,primary,education,Public School,1.893117986,103.0176508
Klinik Kesihatan Sri Gading,clinic,healthcare,Government,1.8542310000000002,103.02794399999999
Sekolah Kebangsaan Seri Sekawan Desa,primary,education,Public School,1.88107,102.86617
Klinik Desa Batu Putih,clinic,healthcare,Government,1.8891,102.87775
Klinik Kesihatan Bagan,clinic,healthcare,Government,1.849188,102.855339
Sekolah Kebangsaan Bindu,primary,education,Public School,1.9022400000000002,102.96691
Klinik Desa Bindu,clinic,healthcare,Government,1.901515,102.966464
Sekolah Kebangsaan Seri Bengkal,primary,education,Public School,1.8997099999999998,103.02462
Klinik Desa Parit Yob,clinic,healthcare,Government,1.8986900000000002,103.02322
Sekolah Jenis Kebangsaan (Cina) Buloh,primary,education,Public School,1.90483,102.949362
Sekolah Kebangsaan Seri Manggis,primary,education,Public School,1.8990099999999999,103.10672
Sekolah Kebangsaan Seri Paya,primary,education,Public School,1.8715099999999998,103.14569
Sekolah Kebangsaan Bukit Kuari,primary,education,Public School,1.873880854,103.1495914
Sekolah Kebangsaan Setia Jaya,primary,education,Public School,1.83913231,103.14376829999999
Sekolah Kebangsaan Parit Bingan,primary,education,Public School,1.847301333,103.15163249999999
Sekolah Kebangsaan Seri Bunut,primary,education,Public School,1.9035799999999998,103.11692
Sekolah Menengah Kebangsaan Suria Perdana,secondary,education,Public School,1.883140225,103.1514502
Klinik Desa Sri Paya,clinic,healthcare,Government,1.84388,103.14596999999999
Klinik Desa Parit Semarang,clinic,healthcare,Government,1.88362,103.15039
Klinik Desa Talang Bunut,clinic,healthcare,Government,1.90366,103.12825
Klinik Kesihatan Tongkang Pecah,clinic,healthcare,Government,1.909484,102.952112
Sekolah Jenis Kebangsaan (Cina) Tongkang,primary,education,Public School,1.91792,102.95823
Sekolah Kebangsaan Seri Binjai,primary,education,Public School,1.91875,102.95678000000001
Sekolah Kebangsaan Bukit Rahmat,primary,education,Public School,1.91603,102.92300999999999
Sekolah Kebangsaan Kota Dalam,primary,education,Public School,1.900222,103.163574
Sekolah Menengah Kebangsaan Datuk Menteri,secondary,education,Public School,1.9142582119999998,103.1778431
Sekolah Jenis Kebangsaan (Cina) Malayan,primary,education,Public School,1.91537,103.18167
Sekolah Kebangsaan Air Hitam,primary,education,Public School,1.91970005,103.17966159999999
Klinik Desa Parit Belemam,clinic,healthcare,Government,1.9186900000000002,102.92154000000001
Sekolah Jenis Kebangsaan (Cina) Li Chun,primary,education,Public School,1.9135,102.91431
Sekolah Kebangsaan Seri Tanjong,primary,education,Public School,1.91105,102.91123
Sekolah Kebangsaan Seri Pdg Sari,primary,education,Public School,1.90335,102.88710999999999
Sekolah Kebangsaan Parit Ju,primary,education,Public School,1.9190298730000002,102.90020229999999
Sekolah Kebangsaan Seri Separap,primary,education,Public School,1.9086400000000001,102.86877
Sekolah Kebangsaan Sri Comel,primary,education,Public School,1.933891636,102.8934431
Klinik Desa Parit Abdul Rahman,clinic,healthcare,Government,1.9313900000000002,102.89017
Klinik Desa Separap,clinic,healthcare,Government,1.90999,102.86731
Sekolah Menengah Kebangsaan Seri Lalang,secondary,education,Public School,1.941275545,103.2041191
Klinik Kesihatan Ayer Hitam,clinic,healthcare,Government,1.925772,103.17746
Sekolah Menengah Kebangsaan Tunku Putra,secondary,education,Public School,1.946941,102.96030400000001
Sekolah Kebangsaan Seri Laksana,primary,education,Public School,1.93932065,102.85250119999999
Sekolah Kebangsaan Seri Maimon,primary,education,Public School,1.9642823530000002,102.8611547
Sekolah Kebangsaan Kampung Jawa,primary,education,Public School,1.958564446,102.8744745
Sekolah Kebangsaan Seri Maamor,primary,education,Public School,1.9048900000000002,102.81991
Sekolah Kebangsaan Seri Jasa Sepakat,primary,education,Public School,1.88942,102.84338000000001
Klinik Desa Parit Maimon,clinic,healthcare,Government,1.94028,102.85224000000001
Klinik Desa Parit Sangit,clinic,healthcare,Government,1.9005900000000002,102.82298
Sekolah Kebangsaan Parit Jawa,primary,education,Public School,1.96020263,102.6428255
Sekolah Menengah Agama At-Tanwiriah,secondary,education,Public School,1.962140419,102.6416373
Sekolah Jenis Kebangsaan (Cina) Chin Kwang Wahyu,primary,education,Public School,1.9596799999999999,102.64497
Sekolah Menengah Kebangsaan Raja Muda,secondary,education,Public School,1.9625746819999998,102.64761329999999
Sekolah Jenis Kebangsaan (Cina) Limbong,primary,education,Public School,1.97334,102.63059
Sekolah Kebangsaan Sri Jamil,primary,education,Public School,1.9453,102.65571
Sekolah Kebangsaan Parit Samsu,primary,education,Public School,1.9784099999999998,102.62769
Sekolah Jenis Kebangsaan (Cina) Sin Ming,primary,education,Public School,1.95102,102.66407
Sekolah Jenis Kebangsaan (Cina) Hwa Ming,primary,education,Public School,1.97554,102.66168
Sekolah Jenis Kebangsaan (Cina) Yu Ming,primary,education,Public School,1.987445434,102.6359081
Sekolah Kebangsaan Parit Pinang Seribu,primary,education,Public School,1.98517,102.62398
Sekolah Kebangsaan Parit Pechah,primary,education,Public School,1.927003611,102.6711275
Klinik Kesihatan Parit Jawa,clinic,healthcare,Government,1.9610450000000001,102.642264
Klinik Desa Parit Kassim Laut,clinic,healthcare,Government,1.96505,102.62297
Klinik Desa Parit Tengah,clinic,healthcare,Government,1.946146,102.65663
Klinik Desa Parit Samsu Darat,clinic,healthcare,Government,1.97737,102.6272
Klinik Desa Parit Samsu Ulu,clinic,healthcare,Government,1.978605,102.627637
Klinik Desa Bukit Mor,clinic,healthcare,Government,1.9759509999999998,102.66376
Klinik Desa Parit Pinang Seribu,clinic,healthcare,Government,1.98849,102.63316999999999
Sekolah Menengah Kebangsaan Penghulu Saat,secondary,education,Public School,1.981821535,102.87292420000001
Sekolah Menengah Kebangsaan Dato Sulaiman,secondary,education,Public School,1.979446517,102.8761429
Sekolah Menengah Agama Parit Sulong,secondary,education,Public School,1.984746,102.87639200000001
Sekolah Kebangsaan Seri Chantek,primary,education,Public School,1.984909588,102.8601408
Sekolah Jenis Kebangsaan (Cina) Sulong,primary,education,Public School,1.9762,102.88364
Sekolah Kebangsaan Parit Sulong,primary,education,Public School,1.975966414,102.8858934
Sekolah Kebangsaan Seri Tiga Serangkai,primary,education,Public School,2.00267,102.86774
Klinik Kesihatan Parit Sulong,clinic,healthcare,Government,1.977011,102.88140899999999
Klinik Desa Parit Gantong,clinic,healthcare,Government,2.00155,102.86493
Sekolah Jenis Kebangsaan (Cina) Sri Lalang,primary,education,Public School,1.98986869,103.2531542
Sekolah Kebangsaan Seri Lalang,primary,education,Public School,1.9785619159999999,103.2485408
Sekolah Kebangsaan Seri Taman Kluang Barat,primary,education,Public School,2.008225279,103.2855338
Sekolah Kebangsaan Lktp Ayer Hitam,primary,education,Public School,1.948881939,103.2328713
Klinik Desa Sri Lalang,clinic,healthcare,Government,1.99118,103.25408
Klinik Desa Felda Air Hitam,clinic,healthcare,Government,1.948206,103.23255999999999
Sekolah Jenis Kebangsaan (Cina) San Chai,primary,education,Public School,1.98812,102.60518
Sekolah Kebangsaan Parit Bakar Tengah,primary,education,Public School,2.00278373,102.6060873
Sekolah Jenis Kebangsaan (Cina) Chi Sin,primary,education,Public School,2.003400261,102.6054919
Sekolah Menengah Kebangsaan Tengku Mahkota,secondary,education,Public School,2.01144195,102.599135
Sekolah Kebangsaan Parit Raja,primary,education,Public School,2.012004867,102.59906529999999
Sekolah Kebangsaan Parit Bakar Darat,primary,education,Public School,2.0149454330000003,102.62701659999999
Sekolah Kebangsaan Parit Keroma,primary,education,Public School,2.0248991000000003,102.5913501
Sekolah Kebangsaan Seri Jong,primary,education,Public School,2.02106,102.58031
Sekolah Kebangsaan Parit Keroma Darat,primary,education,Public School,2.031755079,102.6076698
Klinik Desa Parit Payong,clinic,healthcare,Government,1.99065,102.60276
Klinik Kesihatan Parit Bakar,clinic,healthcare,Government,1.999948,102.608467
Klinik Desa Parit Bakar Darat,clinic,healthcare,Government,2.01556,102.62859
Klinik Desa Parit Keroma,clinic,healthcare,Government,2.0218,102.5791
Sekolah Jenis Kebangsaan (Cina) Yok Eng,primary,education,Public School,2.0337490000000003,102.605763
Klinik Desa Kereta Lembu,clinic,healthcare,Government,2.03352,102.6058
Sekolah Jenis Kebangsaan (Tamil) Ladang Mengkibol,primary,education,Public School,2.009206364,103.29777
Sekolah Menengah Kebangsaan Taman Kluang Barat,secondary,education,Public School,2.01138,103.29151999999999
Sekolah Kebangsaan Seri Intan,primary,education,Public School,2.010455505,103.3032364
Sekolah Rendah Agama Bersepadu Kluang,primary,education,Public School,2.013023477,103.30444870000001
Sekolah Jenis Kebangsaan (Cina) Chiau Min,primary,education,Public School,2.0160149730000003,103.29540970000001
Sekolah Menengah Kebangsaan Seri Intan,secondary,education,Public School,2.018041466,103.30399270000001
Sekolah Menengah Sains Johor,secondary,education,Public School,2.01557,103.31076
Sekolah Kebangsaan Canossian Convent,cluster,education,Public School,2.02175,103.30579
Sekolah Menengah Kebangsaan Canossian Convent,secondary,education,Public School,2.02212,103.30547
Sekolah Menengah Kebangsaan Tun Hussein Onn,secondary,education,Public School,2.023852878,103.3038104
Kolej Vokasional Kluang,secondary,education,Public School,2.000263992,103.3239162
Sekolah Kebangsaan Kg Melayu Niyor,primary,education,Public School,1.971844294,103.306506
Sekolah Menengah Kebangsaan Jln Mengkibol,secondary,education,Public School,1.997750098,103.324517
Sekolah Menengah Kebangsaan Taman Seri Kluang,secondary,education,Public School,2.028184619,103.29691170000001
Sekolah Jenis Kebangsaan (Tamil) Ladang Elaeis,primary,education,Public School,1.97196,103.30799
Sekolah Kebangsaan Tunku Mahmood 1,cluster,education,Public School,2.027793261,103.3131713
Sekolah Kebangsaan Tunku Mahmood 2,cluster,education,Public School,2.028897639,103.3121789
Sekolah Kebangsaan (L) Bandar Kluang,primary,education,Public School,2.028265035,103.3133376
Sekolah Kebangsaan (P) Bandar Kluang,primary,education,Public School,2.028886917,103.3149415
Sekolah Jenis Kebangsaan (Cina) Ping Ming,primary,education,Public School,2.01830416,103.3255148
Sekolah Jenis Kebangsaan (Cina) Chong Hwa 2,primary,education,Public School,2.026064319,103.3192384
Sekolah Jenis Kebangsaan (Cina) Chong Hwa I,primary,education,Public School,2.026713008,103.3189005
Sekolah Menengah Kebangsaan Tinggi Kluang,cluster,education,Public School,2.0300368630000003,103.31554770000001
Sekolah Jenis Kebangsaan (Cina) Chong Eng,primary,education,Public School,2.03321,103.319224
Sekolah Jenis Kebangsaan (Cina) Chong Hwa 3,primary,education,Public School,2.02708024,103.32751040000001
Klinik Kesihatan Mengkibol,clinic,healthcare,Government,2.00698,103.32225
Klinik Desa Parit Ibrahim Majid,clinic,healthcare,Government,2.024283,103.317789
Pusat Pakar Wanita Dan Perbidanan Johor,hospital,healthcare,Private,2.030616,103.32228309999999
Hospital Kluang,hospital,healthcare,Government,2.038021,103.312343
Sekolah Kebangsaan Abdul Rahman Yassin,primary,education,Public School,2.020366838,103.3393751
Sekolah Menengah Agama Arabiah Kluang,secondary,education,Public School,2.0319990000000003,103.32583699999999
Sekolah Jenis Kebangsaan (Tamil) Ladang Lambak,primary,education,Public School,1.9668700000000001,103.32727
Sekolah Menengah Kebangsaan Jalan Kota Tinggi,secondary,education,Public School,2.005321335,103.3503735
Sekolah Jenis Kebangsaan (Tamil) Jalan Haji Manan,primary,education,Public School,2.0381299999999998,103.31936999999999
Sekolah Kebangsaan Kampong Melayu,primary,education,Public School,2.03938919,103.3281648
Hospital Pakar Kluang Utama,hospital,healthcare,Private,2.0276914,103.3322448
Sekolah Kebangsaan Seri Yong Peng,primary,education,Public School,2.00316,103.05844
Sekolah Jenis Kebangsaan (Tamil) Ladang Yong Peng,primary,education,Public School,2.010909451,103.06025509999999
Sekolah Jenis Kebangsaan (Cina) Yong Peng 1,primary,education,Public School,2.013820677,103.06354809999999
Sekolah Menengah Kebangsaan Dato Seth,secondary,education,Public School,2.0079599999999997,103.05671
Sekolah Kebangsaan Taman Seri Kota,primary,education,Public School,2.016265884,103.0730975
Sekolah Kebangsaan Yong Peng,primary,education,Public School,2.013802178,103.06076
Sekolah Kebangsaan Seri Bertam,primary,education,Public School,2.017615821,103.061623
Sekolah Menengah Kebangsaan Yong Peng,secondary,education,Public School,2.019791862,103.0611724
Sekolah Jenis Kebangsaan (Cina) Yong Peng 2,primary,education,Public School,2.030157487,103.06662800000001
Sekolah Kebangsaan Seri Pasir Puteh,primary,education,Public School,1.9731299999999998,103.05946999999999
Sekolah Kebangsaan Seri Tengah,primary,education,Public School,1.9658200000000001,103.04961
Klinik Kesihatan Yong Peng,clinic,healthcare,Government,2.008469,103.054958
Klinik Desa Parit Hamil,clinic,healthcare,Government,1.96733,103.05287
Sekolah Kebangsaan Parit Kadzi,primary,education,Public School,2.0340603269999997,102.57502729999999
Sekolah Kebangsaan Ismail (2),primary,education,Public School,2.03749,102.57621
Sekolah Kebangsaan Ismail Satu,primary,education,Public School,2.03859,102.57729
Sekolah Kebangsaan Pendidikan Khas Muar,primary,education,Public School,2.038314305,102.576693
Sekolah Menengah Kebangsaan Dato' Sri Amar Di Raja,secondary,education,Public School,2.0397,102.57881
Sekolah Jenis Kebangsaan (Cina) Chung Hwa Ketiga,primary,education,Public School,2.03295,102.56689
Sekolah Kebangsaan Seri Bulan,primary,education,Public School,1.975302291,103.1099188
Sekolah Kebangsaan Convent,primary,education,Public School,2.0411154369999998,102.5734314
Sekolah Menengah Kebangsaan Convent,secondary,education,Public School,2.04133859,102.5734697
Sekolah Kebangsaan Bakri Batu 2,primary,education,Public School,2.04996,102.594
Sekolah Jenis Kebangsaan (Cina) Pei Yang,primary,education,Public School,2.048245571,102.5841147
Sekolah Jenis Kebangsaan (Cina) Pei Chai,primary,education,Public School,2.046771298,102.6155502
Sekolah Kebangsaan Simpang Jeram,primary,education,Public School,2.0496868999999998,102.6138211
Sekolah Kebangsaan Bandar Maharani,primary,education,Public School,2.04392,102.56936
Sekolah Jenis Kebangsaan (Cina) Chung Hwa 1 B,primary,education,Public School,2.045018251,102.56971120000001
Sekolah Menengah Kebangsaan Agama Maahad Muar,cluster,education,Public School,2.02985,102.55686
Sekolah Jenis Kebangsaan (Tamil) Jalan Khalidi,primary,education,Public School,2.0382700000000002,102.56229
Sekolah Menengah Kebangsaan St Andrew,secondary,education,Public School,2.0500991859999997,102.5774682
KPJ Bandar Maharani Specialist Hospital,hospital,healthcare,Private,2.035746,102.567275
Klinik Kesihatan Kampung Kenangan Tun Dr. Ismail,clinic,healthcare,Government,2.050051,102.585121
Kluang Specialist Maternity Centre,hospital,healthcare,Private,2.041042,103.3337087
Sekolah Menengah Kebangsaan Seri Perdana,secondary,education,Public School,2.0573799999999998,103.31192
Sekolah Jenis Kebangsaan (Cina) Pa Yai,primary,education,Public School,2.0424599999999997,103.33695
Klinik Desa Kampung Paya,clinic,healthcare,Government,2.04472,103.33333
Sekolah Kebangsaan St Andrew,primary,education,Public School,2.051145864,102.57744129999999
Sekolah Jenis Kebangsaan (Cina) Chung Hwa 1 A,primary,education,Public School,2.04559992,102.5686786
Sekolah Jenis Kebangsaan (Cina) Chung Hwa Presbyterian,cluster,education,Public School,2.050427,102.575076
Sekolah Jenis Kebangsaan (Cina) Chung Hwa 2A,primary,education,Public School,2.04897,102.57114
Sekolah Jenis Kebangsaan (Cina) Chung Hwa 2B,primary,education,Public School,2.050009336,102.5714761
Sekolah Menengah Kebangsaan Sri Muar,secondary,education,Public School,2.042300221,102.56255240000002
Sekolah Rendah Agama Bersepadu Muar,primary,education,Public School,2.0581667230000003,102.5958145
Sekolah Tinggi Muar,cluster,education,Public School,2.044900309,102.56143929999999
Sekolah Menengah Kebangsaan (Perempuan) Sultan Abu Bakar,cluster,education,Public School,2.0407599999999997,102.55812
Kolej Vokasional Muar,secondary,education,Public School,2.060144245,102.5952861
Sekolah Menengah Kebangsaan Tun Sulaiman Ninam Shah,secondary,education,Public School,2.03675,102.55453
Sekolah Kebangsaan Dumpar,primary,education,Public School,2.03815,102.55230999999999
Tey Maternity Specialist & Gynae Centre Sdn. Bhd.,hospital,healthcare,Private,2.0443206999999997,102.5658425
"Hospital Pakar Sultanah Fatimah, Muar",hospital,healthcare,Government,2.0572369999999998,102.57463299999999
Klinik Kesihatan Bandar Maharani,clinic,healthcare,Government,2.0581099999999997,102.57649
Pusat Pakar Perbidanan Dan Sakit Puan Raja,hospital,healthcare,Private,2.0580957,102.57382609999999
Sekolah Menengah Kebangsaan Sultan Abdul Jalil,secondary,education,Public School,2.051003798,103.3468223
Sekolah Kebangsaan Sultan Sir Ibrahim,primary,education,Public School,2.04998,103.34852
Sekolah Kebangsaan Dato' Syed Zain Alshahab,primary,education,Public School,2.0521599999999998,103.34523
Sekolah Kebangsaan Batu 3,primary,education,Public School,2.052775601,103.345685
Sekolah Menengah Kebangsaan Tengku Aris Bendahara,secondary,education,Public School,2.05207,103.34844
Sekolah Kebangsaan Seri Kg Tengah,primary,education,Public School,2.059096179,103.3425227
Klinik Desa Kampung Tengah,clinic,healthcare,Government,2.05287,103.3465
Sekolah Kebangsaan Sultan Abu Bakar 2,primary,education,Public School,2.041525555,102.5530788
Sekolah Kebangsaan Sultan Abu Bakar (1),cluster,education,Public School,2.04241,102.55383
Sekolah Menengah Sains Muar,secondary,education,Public School,2.0647,102.55611999999999
Sekolah Kebangsaan Parit Setongkat,primary,education,Public School,2.06363,102.5762
Sekolah Jenis Kebangsaan (Cina) Sing Hwa,primary,education,Public School,2.066336131,102.57318470000001
Sekolah Kebangsaan Bakri Batu 5,primary,education,Public School,2.04545,102.63893
Sekolah Kebangsaan Sungai Abong,primary,education,Public School,2.0655,102.60091
Sekolah Menengah Kebangsaan Sungai Abong,secondary,education,Public School,2.06504,102.59597
Sekolah Jenis Kebangsaan (Cina) Yu Eng,primary,education,Public School,2.063248233,102.6275557
Klinik Desa Jeram Tepi,clinic,healthcare,Government,2.060494,102.618184
Klinik Desa Batu 5 Bakri,clinic,healthcare,Government,2.0445900000000004,102.6404
Sekolah Menengah Kebangsaan Pesisiran Perdana,secondary,education,Public School,2.06581,102.54948
Sekolah Menengah Kebangsaan Bandar Maharani,secondary,education,Public School,2.07282,102.56715
Sekolah Jenis Kebangsaan (Cina) Soon Cheng,primary,education,Public School,2.07155,102.60166
Sekolah Menengah Kebangsaan Tun Perak,secondary,education,Public School,2.075211126,102.5789427
Sekolah Menengah Kebangsaan Parit Bunga,secondary,education,Public School,2.07441,102.54881
Sekolah Jenis Kebangsaan (Cina) Pui Nan,primary,education,Public School,2.0775,102.5509
Sekolah Kebangsaan Parit Bunga,primary,education,Public School,2.07821,102.55038
Sekolah Menengah Kebangsaan Tun Dr Ismail (Studi),secondary,education,Public School,2.03907557,102.65570550000001
Sekolah Jenis Kebangsaan (Cina) Pu Nan,primary,education,Public School,2.042900654,102.6585218
Sekolah Kebangsaan Parit Zain,cluster,education,Public School,2.0541400000000003,102.66342
Sekolah Kebangsaan Seri Bukit Batu,primary,education,Public School,2.06871,102.63035
Sekolah Jenis Kebangsaan (Cina) Chin Terh,primary,education,Public School,2.02623,102.68099000000001
Klinik Kesihatan Bakri,clinic,healthcare,Government,2.040522,102.65956
Sekolah Jenis Kebangsaan (Cina) Aik Ming,primary,education,Public School,2.0859757759999997,102.5898385
Sekolah Kebangsaan Temiang,primary,education,Public School,2.08738,102.58655999999999
Klinik Desa Temiang,clinic,healthcare,Government,2.08976,102.58301
Klinik Desa Sungai Terap,clinic,healthcare,Government,2.0889,102.61391
Sekolah Kebangsaan Sungai Raya,primary,education,Public School,2.0933599999999997,102.6249
Sekolah Kebangsaan Ladang Yong Peng,primary,education,Public School,2.06608,103.12395
Sekolah Jenis Kebangsaan (Cina) Kangkar Bahru,primary,education,Public School,2.059997306,103.1285816
Klinik Desa Kangkar Baru,clinic,healthcare,Government,2.0653099999999998,103.12484
Sekolah Kebangsaan Tanjong Gading,primary,education,Public School,2.097110249,102.527512
Sekolah Kebangsaan Pantai Layang,primary,education,Public School,2.12022,102.57670999999999
Klinik Desa Pantai Layang,clinic,healthcare,Government,2.1200200000000002,102.57941
Sekolah Kebangsaan Kesang,primary,education,Public School,2.11626,102.50789
Sekolah Kebangsaan Rawang,primary,education,Public School,2.12185,102.55618
Sekolah Jenis Kebangsaan (Cina) Chung Hwa,primary,education,Public School,2.124900519,102.55710479999999
Sekolah Jenis Kebangsaan (Cina) Wee Sin,primary,education,Public School,2.1370907690000003,102.59772149999999
Klinik Desa Rawang,clinic,healthcare,Government,2.12243,102.55663
Sekolah Jenis Kebangsaan (Cina) Kg. Gajah,primary,education,Public School,2.10635,103.39649
Sekolah Menengah Kebangsaan Seri Sembrong,secondary,education,Public School,2.095158908,103.3848453
Sekolah Kebangsaan Ladang Pamol,primary,education,Public School,2.111868531,103.39200140000001
Sekolah Jenis Kebangsaan (Tamil) Ladang Pamol,cluster,education,Public School,2.11176,103.39052
Klinik Desa Kampung Gajah,clinic,healthcare,Government,2.10405,103.39596
Sekolah Menengah Kebangsaan Bukit Pasir,secondary,education,Public School,2.106538572,102.63485940000001
Sekolah Jenis Kebangsaan (Cina) Yu Jern,primary,education,Public School,2.10058406,102.6375282
Sekolah Kebangsaan Sri Bukit Pasir,primary,education,Public School,2.097517672,102.6365894
Sekolah Kebangsaan Paya Panjang,primary,education,Public School,2.1084400000000003,102.65903
Sekolah Kebangsaan Jorak,primary,education,Public School,2.12665,102.64783
Sekolah Jenis Kebangsaan (Cina) Chung Hwa,primary,education,Public School,2.12774,102.64686999999999
Klinik Kesihatan Bukit Pasir,clinic,healthcare,Government,2.0992330000000003,102.639881
Klinik Desa Jorak,clinic,healthcare,Government,2.12912,102.64556
Klinik Desa Telok Bakong,clinic,healthcare,Government,2.13333,102.61667
Sekolah Kebangsaan Kesang Tasek,primary,education,Public School,2.1422531019999997,102.5481302
Sekolah Menengah Agama Lughatul Quran,secondary,education,Public School,2.141706314,102.5453889
Sekolah Kebangsaan Abdullah,primary,education,Public School,2.14764,102.56192
Sekolah Jenis Kebangsaan (Cina) Pei Hwa,primary,education,Public School,2.14702,102.56393
Sekolah Menengah Kebangsaan Pei Hwa,secondary,education,Public School,2.14767,102.56433
Sekolah Menengah Kebangsaan Tengku Mahmud Iskandar,secondary,education,Public School,2.15573,102.57254
Sekolah Kebangsaan Bukit Kangkar,primary,education,Public School,2.170969935,102.5577378
Sekolah Jenis Kebangsaan (Cina) Nan Hwa,primary,education,Public School,2.17143,102.55698000000001
Sekolah Kebangsaan Parit Gantong,primary,education,Public School,2.14759,102.516
Klinik Desa Kesang,clinic,healthcare,Government,2.13689,102.54194
Klinik Kesihatan Sungai Mati,clinic,healthcare,Government,2.14669,102.56338000000001
Klinik Desa Serom 1,clinic,healthcare,Government,2.1471400000000003,102.58091
Sekolah Jenis Kebangsaan (Cina) Pengkalan Bukit,primary,education,Public School,2.13631,102.71306
Sekolah Kebangsaan Kota Raja,primary,education,Public School,2.1709400000000003,102.71600000000001
Sekolah Jenis Kebangsaan (Tamil) Ladang Lanadron,primary,education,Public School,2.17178,102.7155
Sekolah Jenis Kebangsaan (Cina) Ai Hwa,primary,education,Public School,2.17203,102.71207
Sekolah Kebangsaan Panchor,primary,education,Public School,2.1738029919999997,102.7065468
Klinik Desa Panchor,clinic,healthcare,Government,2.17213,102.7089
Sekolah Kebangsaan Panjang Sari,primary,education,Public School,2.11142,102.75542
Sekolah Jenis Kebangsaan (Cina) Soon Mong,primary,education,Public School,2.1503200000000002,102.76899999999999
Sekolah Jenis Kebangsaan (Cina) Chung Sun,primary,education,Public School,2.16808,102.75654
Sekolah Kebangsaan Kampong Raja,primary,education,Public School,2.16932,102.75668
Klinik Desa Panjang Sari,clinic,healthcare,Government,2.11528,102.76312
Klinik Desa Kampung Raja,clinic,healthcare,Government,2.16892,102.756693
Sekolah Jenis Kebangsaan (Cina) Chung Hwa,primary,education,Public School,2.16255,102.58598
Sekolah Kebangsaan Serom 3,primary,education,Public School,2.16488,102.5855
Sekolah Jenis Kebangsaan (Cina) Chin Ju,primary,education,Public School,2.1774,102.60268
Sekolah Jenis Kebangsaan (Cina) Chung Hwa,primary,education,Public School,2.15062,102.6165
Sekolah Kebangsaan Serom 4,cluster,education,Public School,2.19901,102.58913000000001
Sekolah Kebangsaan Belemang,primary,education,Public School,2.1506103619999997,102.6184711
Klinik Desa Serom 3,clinic,healthcare,Government,2.16263,102.58606
Klinik Desa Serom 2,clinic,healthcare,Government,2.180542,102.573904
Klinik Desa Tanjung Selabu,clinic,healthcare,Government,2.14343,102.60353
Klinik Desa Bukit Kangkar,clinic,healthcare,Government,2.18025,102.55085
Sekolah Kebangsaan Telok Rimba,primary,education,Public School,2.17959,102.5155
Klinik Desa Telok Rimba,clinic,healthcare,Government,2.18079,102.51299999999999
Sekolah Jenis Kebangsaan (Cina) Khay Hian,cluster,education,Public School,2.18815,102.61868
Sekolah Kebangsaan Serom 6,primary,education,Public School,2.20243,102.60729
Sekolah Menengah Agama Darul Ulum,secondary,education,Public School,2.2072582069999998,102.5929323
Sekolah Jenis Kebangsaan (Cina) San Yu,primary,education,Public School,2.19521,102.63061
Sekolah Kebangsaan Serom 5,primary,education,Public School,2.21752,102.60639
Klinik Desa Parit Zing,clinic,healthcare,Government,2.18998,102.62156999999999
Klinik Desa Serom 6,clinic,healthcare,Government,2.20879,102.60571
Sekolah Jenis Kebangsaan (Tamil) Jalan Setesyen Paloh,primary,education,Public School,2.18547,103.19824
Sekolah Jenis Kebangsaan (Cina) Paloh,primary,education,Public School,2.19421,103.19538
Sekolah Kebangsaan Bandar Paloh,primary,education,Public School,2.193494871,103.1920481
Sekolah Menengah Kebangsaan Seri Kota Paloh,secondary,education,Public School,2.1984426,103.2017684
Sekolah Kebangsaan Paloh (2),primary,education,Public School,2.194985086,103.19235379999999
Sekolah Menengah Kebangsaan Paloh,secondary,education,Public School,2.195322796,103.1920588
Sekolah Jenis Kebangsaan (Cina) Yu Ming,primary,education,Public School,2.179675471,103.1824511
Sekolah Jenis Kebangsaan (Cina) Sentral Paloh,primary,education,Public School,2.1758599999999997,103.22312
Sekolah Kebangsaan Kampong Chamek,primary,education,Public School,2.1526206,103.22833840000001
Klinik Kesihatan Paloh,clinic,healthcare,Government,2.187405,103.19559100000001
Sekolah Jenis Kebangsaan (Cina) Kahang,primary,education,Public School,2.2143,103.54298
Sekolah Menengah Kebangsaan Kahang,secondary,education,Public School,2.222371537,103.546097
Sekolah Jenis Kebangsaan (Tamil) Kahang Batu 24,primary,education,Public School,2.22758,103.55829
Klinik Kesihatan Kahang Batu 22,clinic,healthcare,Government,2.2158700000000002,103.54075
