,project_id,latitude,longitude,township,state,area,median_psf,median_price,poi_nearby_education,poi_nearby_transportation,poi_nearby_healthcare,nearest_school,nearest_train_station,nearest_hospital,total_poi_nearby,nearest_poi,transaction_count
1,28054,1.8508385,103.0985005,Taman Melewar 2,Johor,Parit Raja,32.5,140000.0,7,0,3,702.136113921282,118252.66994133467,16451.532366955136,10,702.136113921282,2
3,19000,2.4241923,103.8370822,Taman Mersing,Johor,Mersing,92.5,290000.0,10,0,2,583.6774276512322,179113.58638790736,1102.221381036585,12,583.6774276512322,4
4,19009,2.50248,102.83199,"Taman Mewah, Sungai Segamat",Johor,Segamat,58.0,160000.0,16,0,4,473.26089198831386,67413.07373590601,1875.2751878175231,20,473.26089198831386,3
5,19036,1.9895953,102.8732944,"Taman Mutiara, Parit Sulong",Johor,Parit Sulong,147.0,368800.0,7,0,2,637.406345590897,88944.03126894942,15547.190897108767,9,637.406345590897,3
9,28046,2.1098055,103.3962741,Taman Perdana,Johor,Kluang,102.0,235000.0,4,0,1,382.8487111118322,135798.1062025333,10308.194046673114,5,382.8487111118322,4
10,19102,1.8499264,102.9497359,"Taman Perdana, Batu Pahat",Johor,Batu Pahat,143.0,220000.0,25,0,5,126.01934028141807,105180.36161487226,1261.0852772881221,30,126.01934028141807,3
11,19108,2.5377096,102.831385,Taman Permai 3,Johor,Segamat,142.0,110000.0,5,0,3,830.8727729180296,67707.05311407032,4017.271329374391,8,830.8727729180296,3
12,19111,2.5346292,102.8305106,"Taman Permai, Segamat",Johor,Segamat,117.0,210000.0,8,0,3,554.5515343179442,67570.02462038968,3669.4657477904807,11,554.5515343179442,4
13,19137,1.49598,103.75989,Taman PKEINJ,Johor,Johor Bahru,150.0,300000.0,39,0,9,251.05331066977521,201299.20607727946,1752.775191831349,48,251.05331066977521,3
15,28109,1.6837751,103.1579509,"Taman Ria, Rengit",Johor,Rengit,132.5,375000.0,5,0,0,818.5514039599437,134737.53653351127,29546.47337613922,5,818.5514039599437,4
16,19194,2.38381,102.91729,"Taman Ros (Taman Pahlawan), Labis",Johor,Labis,137.0,225000.0,2,0,1,68.3416097735745,77266.2436408088,17567.637086092127,3,68.3416097735745,4
17,19211,0.0,0.0,Taman Santalia,Johor,Batu Pahat,124.0,209000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,4
20,19229,2.4560565,102.9787756,"Taman Segar, Labis",Johor,Labis,77.5,125000.0,4,0,2,2393.1399757846557,83604.22675761246,18970.27831382695,6,2393.1399757846557,4
21,19230,1.8557763,102.9322883,Taman Sejahtera,Johor,Batu Pahat,154.0,180000.0,25,0,7,621.3452085404189,103282.50485913163,1128.4657323331915,32,621.3452085404189,4
22,19231,2.400809,103.0149391,Taman Sejati,Johor,Labis,91.5,200000.0,7,0,1,851.040445895632,87896.57110741112,25018.797667139766,8,851.040445895632,4
23,28171,1.4955148,103.4173617,Taman Selesa Jaya,Johor,Pontian,141.5,242500.0,7,0,2,733.7609039683427,170258.55881526638,3511.052725812626,9,733.7609039683427,4
24,12899,2.006609917,103.0670013,Taman Sembrong,Johor,Yong Peng,80.5,175000.0,9,0,1,885.060129840215,106203.99966687238,20612.520975857035,10,885.060129840215,4
26,19258,0.0,0.0,Taman Seri Bayu,Johor,Simpang Renggam,148.0,357500.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,4
28,19285,2.5037697,102.8223478,Taman Sia Her Yam,Johor,Segamat,68.0,112500.0,14,0,5,612.8180705655562,66352.38037007184,794.3823916129516,19,612.8180705655562,4
29,19301,2.39638,103.02017,Taman Soon Cheong,Johor,Labis,72.0,140000.0,7,0,1,254.06627197191995,88516.3248510268,25761.43974056126,8,254.06627197191995,4
30,19305,2.0219161,103.0681081,Taman Sri Aman II,Johor,Yong Peng,112.5,206500.0,9,0,1,806.5617779363816,105518.39443672022,22030.35457782989,10,806.5617779363816,4
35,23589,0.0,0.0,Taman Sri Setongkat,Johor,Muar,103.5,208500.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,4
37,19441,2.0776745,102.5821114,"Taman Suria, Muar",Johor,Muar,84.5,170000.0,12,0,4,445.486105601602,58121.34408221435,2352.983296700079,16,445.486105601602,4
39,13159,2.022690058,103.314003,Taman Tasik,Johor,Kluang,152.0,627500.0,27,0,6,571.8255894622184,130351.30749532902,1271.4748531167268,33,571.8255894622184,4
41,19501,1.8652963,102.9335666,Taman Usaha Jaya,Johor,Batu Pahat,70.0,315000.0,25,0,6,1091.27661874301,102709.46709601914,1486.235292250254,31,1091.27661874301,4
44,8561,1.501430035,103.7659988,1Tebrau (One Tebrau Residence),Johor,Johor Bahru,569.0,355000.0,26,0,9,430.0233857692334,201556.36682149066,2160.7094290419573,35,430.0233857692334,3
45,8620,1.4270043,103.634692,Afiniti,Johor,Iskandar Puteri (Nusajaya),796.0,600000.0,9,0,2,888.6662762865923,194050.89022291303,80.15947624576222,11,80.15947624576222,3
46,24074,1.491047,103.8860917,Bandar Alam Masai,Johor,Masai,260.0,729800.0,20,0,3,154.30476914429704,213597.87464308605,1889.2483005746421,23,154.30476914429704,3
47,15432,1.5979563,103.639249,Bukit Senang Court,Johor,Senai,206.5,240000.0,6,0,1,380.2027982788844,183949.56025760874,4921.391598467073,7,380.2027982788844,2
49,24848,1.4637104,103.7262429,Country Garden @ Danga Bay,Johor,Johor Bahru,693.0,1030000.0,13,0,3,795.1865052016004,200088.21843250474,2150.910244048219,16,795.1865052016004,3
50,24073,1.4914873,103.9307002,Eco Tropics,Johor,Pasir Gudang,220.0,539960.0,11,0,0,511.0758430229809,217876.452877826,3553.8821255132348,11,511.0758430229809,3
51,24048,1.4906535,103.7257035,Epic,Johor,Johor Bahru,601.0,724000.0,29,0,6,361.74415152576603,198406.4716045746,1818.3808147726002,35,361.74415152576603,3
52,27992,1.7527179,103.8898184,Jalan Lombong,Johor,Kota Tinggi,12.0,80000.0,10,0,2,1100.7041328057246,200966.95657025438,2123.244627974242,12,1100.7041328057246,3
53,18359,1.69917,103.48528,Kampung Baru Ayer Bemban,Johor,Kulai,15.0,110000.0,2,0,1,80.06373993944746,163496.5444298894,16655.93353882592,3,80.06373993944746,3
55,28015,1.8127213,103.4773572,Kampung Baru Layang-Layang,Johor,Layang Layang,39.0,90000.0,4,0,2,406.66403461667164,156587.2245687134,25086.68786490142,6,406.66403461667164,3
56,18375,0.0,0.0,Kampung Baru Renggam,Johor,Rengam,55.0,60000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,3
57,28016,2.7007349,102.6831278,Kampung Baru Simpang Renggam,Johor,Batu Pahat,35.0,130000.0,3,0,1,358.53537466938747,57105.15283451215,26150.591205976107,4,358.53537466938747,3
59,18410,1.4964405,103.756198,Kampung Kurnia,Johor,Johor Bahru,61.0,400000.0,37,0,9,647.4099870775985,200924.2527207148,1697.927265832959,46,647.4099870775985,3
61,22884,1.472141,103.87861,Kampung Pasir Gudang Baru,Johor,Masai,17.0,99249.0,12,0,4,1538.044407322851,213943.28368030567,1987.1217711857025,16,1538.044407322851,3
62,18471,1.5292224,103.6992587,Kempas Banjaran,Johor,Johor Bahru,84.0,485000.0,20,0,3,942.3631287321896,193631.04430360487,2939.193461752315,23,942.3631287321896,3
64,10287,1.426100016,103.6080017,Ledang Heights,Johor,Ledang Heights,216.0,2500000.0,7,0,0,643.0420582208418,191722.39398407371,3051.8221698255084,7,643.0420582208418,3
65,14507,1.499345,103.821917,"Mon Glori, , Bandar Baru Permas Jaya",Johor,Permas Jaya/Senibong,276.0,235000.0,16,0,2,172.4549984227224,206985.40503576532,4728.153748051502,18,172.4549984227224,3
66,18731,1.5496831,103.7328015,Pangsapuri Palma @ Nasa City Desa Palma,Johor,Johor Bahru,596.0,767800.0,11,0,1,904.5657166125959,195618.6906486203,3216.2787029990814,12,904.5657166125959,3
67,18507,2.0430463,102.5811428,Pangsapuri Permata,Johor,Kulai,170.0,168000.0,30,0,8,451.9582337177497,60916.951827136276,1707.9686824487453,38,451.9582337177497,3
68,24054,1.4904105,103.8304717,Pangsapuri Pinggiran Air,Johor,Masai,539.0,650000.0,17,0,1,660.704786957963,208310.677671153,6089.6709905697935,18,660.704786957963,3
71,28101,1.4602474,103.9087984,Perumahan Bakti,Johor,Pasir Gudang,177.0,170000.0,10,0,4,106.4102545562974,217502.69437266013,1048.8152799593724,14,106.4102545562974,3
72,16109,1.475523904,103.7685299,Plaza Mentari Apartment (Sun City),Johor,Johor Bahru,315.0,580000.0,36,0,5,360.3401728229419,203321.0959360564,799.7542240355126,41,360.3401728229419,3
73,18532,1.4649018,103.7721847,Puteri Indah Court,Johor,Batu Pahat,298.0,425000.0,22,0,5,961.3825230375762,204296.91228369222,1416.6655575008178,27,961.3825230375762,3
74,29154,2.304256,102.5985792,Sagil,Johor,Tangkak,159.0,245000.0,3,0,2,1100.8173690009382,44907.01920479561,6749.09247964607,5,1100.8173690009382,3
75,17205,1.4777853,103.6586453,Sky Breeze,Johor,Johor Bahru,533.0,700000.0,11,0,2,828.4955202215592,192980.3711711707,1662.1128783255942,13,828.4955202215592,3
76,16329,1.5096756,103.6823157,Sri Wangi Apartment,Johor,Tampoi,290.0,300000.0,22,0,2,743.4358077319108,193211.1982686535,3035.8912413368234,24,743.4358077319108,3
79,23539,0.0,0.0,"Taman Bakariah Indah, Muar",Johor,Muar,161.0,280000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,3
85,18623,1.71605,103.08861,"Taman Bestari, Senggarang",Johor,Senggarang,110.0,170000.0,2,0,1,1238.883881928531,126543.97373456834,21225.891793823088,3,1238.883881928531,3
87,28146,2.4798892,102.8533199,"Taman Bukit Indah 3, Pogoh",Johor,Segamat,187.0,430000.0,11,0,1,420.86238232927525,69670.86534185756,5064.582370884244,12,420.86238232927525,3
89,12122,1.4956887,103.8597537,Taman Bukit Rinting,Johor,Masai,149.0,1400000.0,20,0,1,285.15010095187887,210809.93513302054,4510.39564332598,21,285.15010095187887,3
91,23576,0.0,0.0,Taman Bunga Cempaka,Johor,Tangkak,103.0,80000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,3
92,12157,1.867443,102.9724397,Taman Cempaka Putih,Johor,Batu Pahat,195.0,300000.0,10,0,2,659.1353375056879,105906.82615627201,2481.445126185987,12,659.1353375056879,3
94,18696,2.48693,102.85379,"Taman Damai Jaya, Pagoh",Johor,Pagoh,122.0,183000.0,11,0,2,577.4176528262904,69747.7174527707,4727.5121515283745,13,577.4176528262904,3
96,23525,1.840319,102.929644,"Taman Delima, Batu Pahat",Johor,Batu Pahat,288.0,565000.0,21,0,6,518.4217625172341,104181.80115283302,1227.6016659619734,27,518.4217625172341,3
99,18765,0.0,0.0,Taman Era,Johor,Simpang Renggam,195.0,400000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,3
101,12687,1.496719956,103.9029999,Taman Nusa Damai,Johor,Pasir Gudang,173.0,287500.0,21,0,3,435.3170966454672,214912.45718620784,2271.3058137835305,24,435.3170966454672,114
102,23908,2.5274938,102.8041432,Taman Tasik Sejati,Johor,Segamat,133.0,225000.0,12,0,4,830.0070595078859,64567.253680725924,2765.7685830204737,16,830.0070595078859,107
103,24623,1.8462884,103.6198597,Taman Anggerik Tenggara,Johor,Kulai,104.0,150000.0,6,0,2,939.4861987325454,169291.42892605535,22902.7486643138,8,939.4861987325454,108
105,16689,1.8611707,103.0057528,Taman Mutiara Perdana,Johor,Batu Pahat,237.0,438000.0,7,0,2,808.9261750344058,109253.85505764054,6091.867761940203,9,808.9261750344058,103
106,12685,1.480631,103.6664973,Taman Nusa Bestari 1,Johor,Johor Bahru,368.0,530000.0,11,0,1,625.8657371777264,193524.9724356684,1591.7932697382007,12,625.8657371777264,106
107,19146,1.8517206,103.0225954,Taman Pura Kencana,Johor,Seri Gading,239.0,467000.0,6,0,1,155.39359918147431,111376.75946739322,8035.343818352471,7,155.39359918147431,99
108,28188,1.9995844,103.3136367,Taman Setia Mutiara,Johor,Kluang,198.0,355000.0,14,0,2,1146.0825876775361,131291.05921814486,3563.6193041273514,16,1146.0825876775361,97
113,18828,0.0,0.0,Taman Industri Jaya,Johor,Skudai,103.0,80000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,3
116,18876,2.4830228,102.8533231,"Taman Kekwa, Pagoh",Johor,Pagoh,97.0,150000.0,11,0,1,287.5879280878139,69681.09915091076,4882.2662976613665,12,287.5879280878139,3
117,24033,0.0,0.0,Taman Kiara,Johor,Paloh,92.0,315000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,3
118,18897,2.05148,102.57547,Taman Kim Kee,Johor,Muar,27.0,30000.0,34,0,6,124.4131529249281,59797.593129885,643.3583657064532,40,124.4131529249281,3
129,23492,0.0,0.0,Taman Medan Bunga Cempaka Baru,Johor,Muar,59.5,44750.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,2
131,29153,2.3013541,102.6127238,Taman Mesra Rakyat,Johor,Tangkak,130.0,250000.0,4,0,2,594.8948255169461,46481.35269091764,7988.490999762451,6,594.8948255169461,3
132,19015,0.0,0.0,Taman Midori,Johor,Simpang Renggam,64.0,50000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,3
134,16701,0.0,0.0,Taman Mutiara Indah,Johor,Pontian,105.0,340000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,3
135,16720,0.0,0.0,Taman Mutiara Jaya,Johor,Pontian,90.0,220000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,2
136,19035,2.0589799,102.5901486,"Taman Mutiara, Bandar Maharani",Johor,Muar,209.0,400000.0,27,0,4,585.8588196518267,60250.333354220755,1736.807667944854,31,585.8588196518267,3
138,19055,1.87139,102.97784,"Taman Orkid, Batu Pahat",Johor,Batu Pahat,109.0,80000.0,7,0,1,138.93616628582586,106107.91476449439,3189.4080594633688,8,138.93616628582586,3
139,19072,2.39275,103.86525,"Taman Pantai, Mersing",Johor,Mersing,118.0,155000.0,2,0,0,821.2080931238626,182363.29948335624,4573.530772336975,2,821.2080931238626,3
143,19112,1.5068281,103.8165427,Taman Permas Indah,Johor,Permas Jaya/Senibong,299.0,1800000.0,14,0,2,352.58196614556454,206046.83935177542,3707.203970007998,16,352.58196614556454,3
147,19181,1.875717,102.964458,"Taman Ria, Batu Pahat",Johor,Batu Pahat,139.0,190000.0,16,0,4,1026.0806563011295,104642.45427575728,2190.327471183762,20,1026.0806563011295,3
148,28106,1.735415,103.9046581,"Taman Ria, Kota Tinggi",Johor,Kota Tinggi,146.0,225000.0,15,0,2,807.5563976557091,203238.40310926613,589.8147208074571,17,589.8147208074571,3
150,19240,1.88482,103.15274,Taman Semarang,Johor,Parit Raja,60.0,50000.0,4,0,1,234.71921609124118,121221.95702954651,22596.353317426896,5,234.71921609124118,3
151,28187,2.0558752,103.3454712,Taman Seri Makmur,Johor,Kluang,150.0,417000.0,8,0,3,343.5646386060749,132308.89669144526,2098.229831924787,11,343.5646386060749,3
152,29250,2.0314075,102.5853683,Taman Siantan Megah,Johor,Muar,94.0,327000.0,26,0,5,980.1963811193426,62204.56959389343,2069.2551472165433,31,980.1963811193426,1
154,19291,1.83077,103.30464,Taman Simpang Renggam,Johor,Simpang Renggam,133.5,370000.0,5,0,3,685.0268416458022,138783.68468518625,21990.21342520146,8,685.0268416458022,2
156,19303,2.558207,102.7362164,Taman Sri Alam II,Johor,Batu Anam,162.0,250000.0,2,0,0,2241.472573657574,57584.75691435067,10575.324285678993,2,2241.472573657574,3
158,11570,1.8898267,102.9494251,Taman Sri Idaman,Johor,Batu Pahat,155.0,255000.0,7,0,4,1131.9079304162706,102362.74580315888,3163.6324192923876,11,1131.9079304162706,3
165,28111,1.6006941,103.8208575,Taman Sri Tiram,Johor,Ulu Tiram,115.0,170000.0,7,0,1,235.2916608520314,201335.03718949124,6523.178850353103,8,235.2916608520314,3
166,19411,2.00502,103.07912,"Taman Sri Wangi, Yong Peng",Johor,Yong Peng,110.0,140000.0,8,0,1,1412.5366163555873,107474.59795494484,21351.240031352005,9,1412.5366163555873,3
170,19467,2.508122,102.8353218,"Taman Tasik, Segamat",Johor,Segamat,81.0,140000.0,18,0,4,224.45262835928,67825.40644147375,2246.256376467186,22,224.45262835928,3
175,23537,0.0,0.0,"Taman Wawasan, Muar",Johor,Muar,97.0,310250.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,3
177,23893,1.3949716,103.6385495,Avira Garden Terraces @ Medini,Johor,Iskandar Puteri (Nusajaya),523.5,1485500.0,4,0,0,298.2149438418177,196507.2531659382,3484.083746418687,4,298.2149438418177,2
181,23959,1.8426485,102.9413086,Desa Garden (D' Garden),Johor,Batu Pahat,369.0,633850.0,23,0,6,332.1722693318976,104990.07608007474,714.0050768635788,29,332.1722693318976,2
182,15648,1.4261013,103.6388987,Grand Medini,Johor,Iskandar Puteri (Nusajaya),876.0,500000.0,9,0,2,446.0326100516074,194487.67624178622,365.5549871705104,11,365.5549871705104,2
183,29145,1.8525639,102.9370468,Jalan Dato Haji Hassan,Johor,Batu Pahat,60.0,225000.0,27,0,7,733.8932985691904,103915.69538689214,1737.3160257443549,34,733.8932985691904,1
184,29170,2.1009035,102.4973059,Jalan Kesang Laut,Johor,Muar,45.0,330000.0,3,0,0,2066.331313393888,50095.51693641094,9740.159847746969,3,2066.331313393888,2
189,29152,0.0,0.0,Kampung Baru Chamek,Johor,Kluang,28.5,120000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,2
190,18364,2.212087,103.54209,Kampung Baru Kahang,Johor,Bekok,68.5,217500.0,3,0,1,263.97252855228516,148878.9951550985,29917.853759914215,4,263.97252855228516,2
193,28019,2.0281976,103.3489864,Kampung Gunung Lambak,Johor,Kluang,16.5,71000.0,12,0,5,1375.8957813898328,133747.96537004234,1863.3478416375165,17,1375.8957813898328,2
197,18416,1.4475389,103.5837129,Kampung Melayu Gelang Patah,Johor,Gelang Patah,20.5,140000.0,8,0,1,555.115019981034,188138.37678351108,6186.51433920644,9,555.115019981034,2
200,18494,1.5066525,103.8685847,Octville Condominium,Johor,Masai,368.0,525000.0,21,0,1,200.68722050037115,211046.28035036303,4460.916710949925,22,200.68722050037115,2
201,28176,1.5086911,103.717741,Pangsapuri Dwi Alif,Johor,Johor Bahru,251.0,264100.0,25,0,4,962.6701359368337,196583.80303805115,1637.7880118922585,29,962.6701359368337,2
202,16277,1.471062,103.762499,Pangsapuri Seri Kencana Setia (SKS Pavillion Residences),Johor,Johor Bahru,753.5,559625.0,39,0,7,498.0241729269761,203021.8988710048,695.7533151359756,46,498.0241729269761,2
204,16067,1.468477,103.77047,Paragon Suites,Johor,Johor Bahru,553.0,500000.0,26,0,6,539.2717054082053,203922.75206234487,1265.8635321793122,32,539.2717054082053,2
205,28006,2.0229837,102.5704114,Parit Peropok,Johor,Muar,96.5,357500.0,24,0,3,1121.5815641673214,61882.329681833806,1453.6965391775639,27,1121.5815641673214,2
206,18530,1.5050896,103.6199192,Perumahan Rakyat Lima Kedai,Johor,Skudai,100.5,70000.0,11,0,1,268.9925953110699,187718.7992502044,3143.9519743257624,12,268.9925953110699,2
207,16182,1.65072,103.606733,Rumah Pangsa Kulai,Johor,Kulai,75.0,41000.0,16,0,3,316.78787404433467,177850.1497651917,2176.7927304505793,19,316.78787404433467,2
210,13183,1.571709991,103.6110001,Taman Teratai,Johor,Skudai,177.0,240000.0,5,0,1,772.7348110936632,182822.56148842975,4290.100966036374,6,772.7348110936632,101
211,18917,2.02047,103.0805726,Taman Kota Impian,Johor,Yong Peng,207.5,350000.0,8,0,0,952.7247790124918,106822.79199451483,22753.899844309275,8,952.7247790124918,96
212,28160,1.5918473,103.7639022,Taman Eco Flora,Johor,Johor Bahru,440.5,732500.0,2,0,0,2559.2325827004747,196256.95957277608,4511.814543988115,2,2559.2325827004747,100
213,28052,1.8654133,102.9885392,Taman Mutiara Gading,Johor,Batu Pahat,342.0,479900.0,6,0,1,689.6490250870463,107452.67227746737,4201.8229922623195,7,689.6490250870463,93
214,13136,1.480540037,103.6910019,Taman Sutera,Johor,Johor Bahru,281.5,604000.0,15,0,1,411.86120400771046,195792.412488657,3823.7182133010397,16,411.86120400771046,90
215,12103,1.518939972,103.689003,Taman Bukit Mewah,Johor,Johor Bahru,300.0,380000.0,23,0,3,179.6488366513089,193279.26508988265,2921.8140117314074,26,179.6488366513089,99
216,19299,1.8382055,102.9314751,Taman Soga,Johor,Batu Pahat,137.0,125000.0,19,0,5,579.6984505260085,104489.18682244355,964.6104743081744,24,579.6984505260085,95
217,24543,1.5949767,103.7333949,Austin Duta,Johor,Johor Bahru,401.0,741000.0,1,0,1,2353.706577910866,193135.14561393307,7005.743551519725,2,2353.706577910866,88
218,18659,1.540637,103.7424154,Taman Bukit Mutiara,Johor,Johor Bahru,187.0,270000.0,10,0,2,118.25806434709405,197051.75981282603,2875.310075753603,12,118.25806434709405,21
220,18577,2.651528,103.6262063,"Taman Bahagia, Endau",Johor,Endau,67.5,70000.0,6,0,2,127.58931948656632,156979.69416840744,34648.97554028129,8,127.58931948656632,2
222,29161,2.0201104,103.2928907,Taman Berlian Biru 2,Johor,Kluang,153.0,393800.0,18,0,2,532.5525810543081,128284.9389574105,2933.5120114030383,20,532.5525810543081,2
226,18711,1.443041,103.5929024,Taman Dato Syed Mohd Edros,Johor,Gelang Patah,129.0,285000.0,11,0,1,737.0153288558074,189255.7411910508,5053.379758893395,12,737.0153288558074,2
230,18785,2.490796,102.846157,Taman Genuang Perdana,Johor,Segamat,164.5,560000.0,14,0,3,321.32669114168414,68916.81008265621,3777.4471324540477,17,321.32669114168414,2
235,18821,2.2327975,103.0423028,"Taman Indah, Chaah",Johor,Chaah,146.0,225000.0,5,0,1,227.5368829654129,94188.54259290523,36963.05984399066,6,227.5368829654129,2
236,18824,2.48766,102.85152,"Taman Indah, Pagoh",Johor,Segamat,136.5,342500.0,12,0,2,555.9683065968654,69498.49071169259,4464.8699095266675,14,555.9683065968654,2
242,18880,2.2540174,103.0447987,"Taman Kemakmuran, Chaah",Johor,Chaah,90.5,140000.0,5,0,1,210.9583431996953,93849.08545193654,37716.478848295585,6,210.9583431996953,2
245,23599,0.0,0.0,Taman Khadri Sabran,Johor,Mersing,120.5,284000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,2
248,18933,2.39932,103.01704,Taman Labis,Johor,Labis,87.0,225000.0,7,0,1,595.4123193976668,88142.63003359179,25302.09745443544,8,595.4123193976668,2
250,29149,2.0176004,102.5727136,Taman Lembah Padang 2,Johor,Muar,101.0,275000.0,16,0,2,927.6563755778855,62509.01913983897,2095.702634796142,18,927.6563755778855,1
252,23584,0.0,0.0,Taman Lundang Jaya,Johor,Batu Pahat,179.0,329300.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,2
254,18957,1.8368956,102.9294305,"Taman Maju, Batu Pahat",Johor,Batu Pahat,54.5,60000.0,20,0,5,814.1875296480778,104414.79393295382,1171.3782467555104,25,814.1875296480778,2
256,23913,2.5067836,102.8318618,Taman Mega Jaya,Johor,Segamat,94.0,117500.0,16,0,4,318.0121787857618,67430.9635894741,1846.2011647219185,20,318.0121787857618,2
257,18998,2.5282862,102.8267405,"Taman Mentari, Sungai Segamat",Johor,Segamat,127.5,182500.0,13,0,6,474.50569320182933,67075.06409365944,2854.2703899825274,19,474.50569320182933,2
258,19016,2.56553,102.71057,Taman Mina,Johor,Batu Anam,63.5,200000.0,5,0,1,772.8712440607868,54943.369370603985,13428.407864477938,6,772.8712440607868,2
260,23976,2.3031776,103.1279115,"Taman Mutiara, Bekok",Johor,Bekok,99.5,160000.0,4,0,1,802.511826563572,101745.7358691549,35785.06725818231,5,802.511826563572,2
262,23595,0.0,0.0,Taman Pagoh Indah,Johor,Muar,177.0,460000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,2
265,12716,1.86503005,102.9570007,Taman Pasifik Selatan,Johor,Batu Pahat,186.5,265000.0,21,0,5,254.3292847613331,104736.12143398692,787.104420360688,26,254.3292847613331,2
266,28159,2.4999319,102.823081,"Taman Perling II, Pogoh",Johor,Segamat,106.5,145000.0,14,0,4,659.0631100135494,66406.62956025843,1036.9990523340439,18,659.0631100135494,2
267,19107,2.536011,102.831318,Taman Permai 2,Johor,Segamat,97.0,160000.0,8,0,3,707.6651910316998,67677.14280912731,3846.448659834246,11,707.6651910316998,2
268,19115,2.2714,102.53854,"Taman Permata, Tangkak",Johor,Tangkak,95.5,400000.0,11,0,4,190.82523002899586,40625.79858706208,962.3773662985412,15,190.82523002899586,2
269,23556,0.0,0.0,Taman Permatang Baharu,Johor,Muar,131.5,275000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,2
271,19125,0.0,0.0,Taman Pertiwi,Johor,Bakri,131.0,375000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,2
280,28107,1.7261547,103.4443198,"Taman Ria, Kulai",Johor,Kulai,71.0,187500.0,3,0,2,899.989185861306,158052.71234347054,22044.118753436414,5,899.989185861306,2
281,19185,2.0778557,102.5819299,"Taman Ria, Muar",Johor,Muar,160.5,699000.0,12,0,4,442.6592008993944,58092.924204333925,2363.6566386761992,16,442.6592008993944,2
282,23917,2.511051,102.8287889,"Taman Ria, Segamat",Johor,Segamat,103.5,147500.0,16,0,5,508.9855636371289,67125.40906470749,1631.3945051849178,21,508.9855636371289,2
283,19186,1.8232921,103.3025756,"Taman Ria, Simpang Renggam",Johor,Simpang Renggam,89.0,285000.0,5,0,2,580.989104731053,139004.7996073187,22841.334077942996,7,580.989104731053,2
290,19235,1.6050413,103.6381397,Taman Selesa,Johor,Senai,156.0,170000.0,7,0,1,783.8804797634715,183437.3504501959,4153.137505050062,8,783.8804797634715,2
295,12313,0.0,0.0,Taman Sentang Jaya,Johor,Parit Sulong,146.0,482500.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,2
298,19269,2.1879269,103.2009598,Taman Seri Palma,Johor,Paloh,74.5,365000.0,8,0,1,406.6224969156586,112521.28083742611,20695.24250092507,9,406.6224969156586,2
300,24043,0.0,0.0,Taman Setia,Johor,Kukup,53.5,41500.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,2
302,17228,0.0,0.0,Taman Sinaran,Johor,Chaah,167.0,266000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,2
303,19316,2.302985,103.128685,Taman Sri Bekok,Johor,Bekok,111.5,179000.0,4,0,1,784.6379492482716,101834.16816439565,35718.33570950109,5,784.6379492482716,2
307,23895,1.642475,103.2607868,Taman Sri Mahkota,Johor,Benut,98.0,140000.0,7,0,2,231.45070992996278,146502.3036649531,21129.89197924818,9,231.45070992996278,2
310,28189,2.395029,103.0162586,Taman Sri Sejati,Johor,Labis,48.0,52500.0,7,0,1,324.825200234272,88095.55828036983,25448.72186085836,8,324.825200234272,2
315,19438,2.5594592,102.753632,"Taman Suria, Buloh Kasap",Johor,Segamat,42.5,46000.0,4,0,2,1442.9477305336643,59514.78759159537,9118.464189442684,6,1442.9477305336643,2
320,19034,1.5189733,103.63065,Taman Mutiara Mas,Johor,Skudai,386.0,730000.0,23,0,3,115.46339670507382,187847.23069429252,2223.203122450759,26,115.46339670507382,91
