,project_id,latitude,longitude,township,state,area,median_psf,median_price,poi_nearby_education,poi_nearby_transportation,poi_nearby_healthcare,nearest_school,nearest_train_station,nearest_hospital,total_poi_nearby,nearest_poi,transaction_count
2618,11536,3.144170046,101.6729965,Seventy Damansara,Kuala Lumpur,Bangsar,988.0,6775000.0,48,18,3,185.8888151191722,1141.5322195495007,1228.77352603426,69,185.8888151191722,4
2619,11538,3.161420107,101.737999,Shahzan Court,Kuala Lumpur,Ampang,489.0,400000.0,60,11,6,404.14788607777666,704.3346489581072,139.92300602843184,77,139.92300602843184,5
2620,25090,3.0556911,101.7054662,Sky Five,Kuala Lumpur,Sungai Besi,685.5,605000.0,26,6,1,528.5471063880678,981.0686660886536,5227.401979657869,33,528.5471063880678,4
2621,13007,3.087260008,101.6760025,Skyline Garden (Taman Skyline),Kuala Lumpur,Jalan Klang Lama (Old Klang Road),315.0,400000.0,34,8,2,657.9353151517585,1134.2741717441377,994.410291459602,44,657.9353151517585,5
2622,11657,3.0861206,101.6902346,Sri Desa Entrepreneur's Park,Kuala Lumpur,Kuchai Lama,237.0,228000.0,31,10,2,969.2186001560333,581.0689851581196,1765.3590253318055,43,581.0689851581196,5
2623,11694,3.15128994,101.7139969,Sri Kia Peng,Kuala Lumpur,KLCC,657.0,1450000.0,104,39,12,453.1552919098854,398.81957162308595,932.2265194417619,155,398.81957162308595,5
2624,11760,3.135090113,101.6650009,Sri Wangsaria,Kuala Lumpur,Bangsar,682.0,1150000.0,42,16,4,454.10461458507416,951.878379032099,1711.2512828385832,62,454.10461458507416,5
2625,16853,3.1892736,1.7144717,Taman Ayer Panas,Kuala Lumpur,Setapak,281.0,550000.0,0,0,0,10923716.884183904,10937166.925143804,10928108.014058748,0,10923716.884183904,5
2626,10790,3.1136273,101.6841629,"Taman Khet Loong, Seputeh",Kuala Lumpur,Seputeh,359.0,2320000.0,43,19,4,335.0238438563,340.78093858778817,931.1931671240667,66,335.0238438563,5
2627,16984,3.2078256,101.6945662,Taman Pelangi Jaya,Kuala Lumpur,Sentul,372.5,475000.0,46,8,4,516.4997556735749,1827.941032477681,2412.599718983286,58,516.4997556735749,4
2628,16919,3.1965345,101.689575,Taman Sentul Jaya,Kuala Lumpur,Sentul,405.0,420000.0,63,15,12,195.55177959367225,953.9333511270908,2388.7958700636473,90,195.55177959367225,5
2629,16996,3.218298,101.7164529,Taman Sri Melati,Kuala Lumpur,Gombak,532.0,555000.0,49,3,4,107.76866761598885,598.9251793535269,1929.4534082398961,56,107.76866761598885,5
2630,16997,3.0684612,101.6522945,Taman Sri Pandan,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),237.0,425000.0,37,7,3,1033.8942457873056,1362.3049592587654,2856.1851838742564,47,1033.8942457873056,5
2631,13889,3.0921521,101.7166142,The Holmes 1,Kuala Lumpur,Bandar Tun Razak,420.0,430000.0,41,10,4,189.141866192498,531.7571002223683,1240.4425601385801,55,189.141866192498,5
2632,16138,3.1988774,101.7301154,The Parc Tower,Kuala Lumpur,Wangsa Maju,465.0,500000.0,63,4,5,196.88461945801163,778.448404082978,382.4808276703698,72,196.88461945801163,5
2633,13452,3.181609,101.648284,The Serai,Kuala Lumpur,Segambut,775.0,2500000.0,38,3,2,675.2307081393031,1358.2502207101456,1411.5644261570997,43,675.2307081393031,5
2634,13693,3.071439981,101.6689987,Villa OUG,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),438.0,500000.0,31,8,2,492.0114740795777,1051.0625602154353,2894.0559467576304,41,492.0114740795777,5
2635,8555,3.150527,101.717768,1A Stonor,Kuala Lumpur,KLCC,578.0,830000.0,106,36,10,489.0377887500941,157.9605591226971,509.34459247293205,152,157.9605591226971,4
2636,13973,3.128818,101.682833,Apartment Cuepacs,Kuala Lumpur,Brickfields,510.5,239000.0,55,24,4,206.50896345295405,447.445802880833,1483.5997403996307,83,206.50896345295405,4
2637,22658,3.0941927,101.6684591,Apartment Pantai Indah,Kuala Lumpur,Pantai Dalam/Kerinchi,,,42,12,6,845.2479362671986,228.2583090743822,1060.1084449261537,60,228.2583090743822,0
2638,8736,3.13879,101.664326,Araville,Kuala Lumpur,Bangsar,756.0,1437500.0,44,13,4,729.1796066136209,543.0643406663969,1500.5364887258745,61,543.0643406663969,4
2639,8879,3.140330076,101.6669998,Bangsar Peak,Kuala Lumpur,Bangsar,1007.0,3587850.0,41,15,5,537.4350285503091,614.6494176210413,1335.6616718868388,61,537.4350285503091,4
2640,9061,3.153034,101.646259,Bukit Kiara Residences,Kuala Lumpur,Sri Hartamas,822.5,3250000.0,34,4,4,498.47971368913295,2085.0474105328,1715.982308734193,42,498.47971368913295,4
2641,11277,3.119464,101.685976,Bukit Robson,Kuala Lumpur,Seputeh,369.5,475000.0,51,20,5,809.4046934154816,824.0651506363503,1088.5105931483185,76,809.4046934154816,4
2642,15433,3.098585667,101.7476463,Bukit Supreme Apartment,Kuala Lumpur,Cheras,256.5,299000.0,33,4,4,204.00059583080127,1145.4194208577621,890.1565127333184,41,204.00059583080127,4
2643,9536,3.107152,101.683802,Desarina,Kuala Lumpur,Taman Desa,379.0,387500.0,39,17,4,431.4254294979811,746.0948821860078,1359.774036729686,60,431.4254294979811,4
2644,8611,3.078129,101.695836,Dewana Mansion,Kuala Lumpur,Salak Selatan,342.0,325000.0,36,10,3,344.92078950621044,401.1755889012589,2819.3192445414134,49,344.92078950621044,4
2645,11806,3.1433289,101.714241,Flat Jalan Barat,Kuala Lumpur,Bukit Bintang,455.0,402500.0,105,39,9,297.0998277523892,426.09071196697505,576.8930377665635,153,297.0998277523892,4
2646,9986,3.1325719,101.706502,Flat Jalan Gajus,Kuala Lumpur,Pudu,207.0,199500.0,90,35,7,300.1212306704078,659.3131543714354,899.3794940521165,132,300.1212306704078,4
2647,13942,3.1376814,101.7056673,Flat Jalan Kenanga,Kuala Lumpur,Pudu,225.0,205000.0,102,41,6,152.08718751121071,260.098856562371,592.907914397224,149,152.08718751121071,4
2648,16041,3.1255493,101.6891713,Flat Lorong Syed Putra Kiri,Kuala Lumpur,Seputeh,295.0,282500.0,63,26,6,448.58475643667407,673.2932270397515,1696.3293154267897,95,448.58475643667407,4
2649,9713,3.160830021,101.7490005,GCB Court,Kuala Lumpur,Ampang,386.0,457500.0,39,8,5,239.13691117805052,1673.562049549322,333.377701800114,52,239.13691117805052,4
2650,9874,3.209140062,101.7099991,Idaman Puteri,Kuala Lumpur,Setapak,346.5,500000.0,51,3,4,69.32853060641278,1728.7333706186469,1304.835401699454,58,69.32853060641278,4
2651,14333,3.13682,101.696308,Impian Kota,Kuala Lumpur,KL City,248.5,205000.0,82,35,4,322.7172643131605,391.77391592356395,1371.8152139210863,121,322.7172643131605,4
2652,9912,3.150444,101.66559,Indah Damansara,Kuala Lumpur,Damansara Heights,567.0,750000.0,31,6,3,94.17417595860827,67.1042659644995,206.86465674380395,40,67.1042659644995,3
2653,15698,3.190725,101.735993,Irama Wangsa,Kuala Lumpur,Wangsa Maju,562.0,650000.0,62,5,6,386.2592559074431,934.8827414910534,1103.5425667871816,73,386.2592559074431,4
2654,26187,3.1434033,101.7708649,Jalan Ampang,Kuala Lumpur,Ampang,945.0,605000.0,25,4,4,547.5708635928206,1206.2047199755907,734.5298363069503,33,547.5708635928206,4
2655,25495,3.105783,101.731317,Jalan Cheras,Kuala Lumpur,Cheras,662.5,547500.0,50,10,7,615.5848355444083,186.1386279155673,813.2838108830313,67,186.1386279155673,4
2656,25223,3.1792551,101.6902813,Jalan Sentul,Kuala Lumpur,Sentul,436.0,780000.0,67,21,15,123.91959526604758,406.53968325138004,634.9821300266676,103,123.91959526604758,4
2658,10107,3.165093,101.656311,KH Villa Hartamas 9,Kuala Lumpur,Sri Hartamas,535.0,2800000.0,32,4,2,542.6713959004912,1853.2821282558698,907.2519632796468,38,542.6713959004912,3
2659,10218,3.199369907,101.6719971,Lagenda Mas Villa,Kuala Lumpur,Jalan Kuching,586.0,700000.0,47,13,2,287.8385396956039,637.4126469356488,3253.5461064346596,62,287.8385396956039,4
2660,23933,3.055855,101.66847,Laman Bayu @ Bukit Jalil,Kuala Lumpur,Bukit Jalil,745.0,1350000.0,31,6,1,240.83142981425047,718.7916230259124,4566.193794104701,38,240.83142981425047,4
2661,10413,3.0727314,101.6728981,Laurel Apartment (Medan Hujan Rahmat),Kuala Lumpur,Taman OUG,352.0,265000.0,32,8,2,354.5950439705951,1212.722719385583,2637.5719623409213,42,354.5950439705951,4
2662,16897,3.0737447,101.660728,Lucky Garden (Jalan Puchong),Kuala Lumpur,Jalan Klang Lama (Old Klang Road),123.0,519950.0,34,6,2,251.41284377824834,1164.8375651272765,2761.894566301962,42,251.41284377824834,4
2663,10332,3.188151,101.714189,Madu Mas,Kuala Lumpur,Setapak,361.5,440000.0,71,14,15,190.6267039355751,2002.0123655068764,718.6413655168485,100,190.6267039355751,4
2664,10429,3.149739981,101.7040024,Menara Antara,Kuala Lumpur,Bukit Bintang,705.5,1116500.0,93,45,16,339.30347619509774,691.6992273199195,354.40554486397804,154,339.30347619509774,4
2665,14575,3.187425,101.653757,Pangsapuri Angsa,Kuala Lumpur,Segambut,398.0,289500.0,42,7,4,97.2634554764976,500.6470857280746,1734.1559623617447,53,97.2634554764976,4
2666,15460,3.1048152,101.6653676,Pantai Murni,Kuala Lumpur,Pantai Dalam/Kerinchi,455.0,700000.0,48,12,7,859.9914660333873,1146.1030205623854,1650.7996198627961,67,859.9914660333873,4
2667,11349,3.141659975,101.7139969,Seasons Tower,Kuala Lumpur,Pudu,491.0,575000.0,103,38,9,110.59874334089847,524.7360009228458,437.6822131753849,150,110.59874334089847,4
2668,11500,3.182879925,101.7030029,Seri Titiwangsa,Kuala Lumpur,Titiwangsa,493.5,765000.0,80,22,16,84.07499937391796,911.5699086097183,812.6178891627214,118,84.07499937391796,4
2669,11551,3.121360064,101.685997,Sierra Seputeh,Kuala Lumpur,Seputeh,889.5,3400000.0,55,19,5,601.6955396889529,875.4512408023485,1160.7896204455749,79,601.6955396889529,4
2670,11643,3.165250063,101.6900024,Sri Bukit Tunku,Kuala Lumpur,KL City,566.5,937500.0,80,28,15,115.08396419733333,104.07773204940662,717.30692932223,123,104.07773204940662,4
2671,11683,3.139050007,101.6640015,Sri Kasturina,Kuala Lumpur,Bangsar,638.5,825000.0,42,13,4,719.2367723282252,502.37966068287267,1475.450492708947,59,502.37966068287267,4
2672,11699,3.118479967,101.6819992,Sri Langit,Kuala Lumpur,Seputeh,623.0,1837500.0,46,18,4,590.1246688578842,376.8858122490012,633.3133327678945,68,376.8858122490012,4
2673,12151,3.070110083,101.7050018,Taman Castlefield,Kuala Lumpur,Sungai Besi,251.0,607500.0,29,8,2,884.1198963842179,713.8900577550482,3887.1474431362644,39,713.8900577550482,4
2674,12190,3.089359999,101.6800003,Taman Continental,Kuala Lumpur,Kuchai Lama,406.5,665000.0,29,8,2,462.70900145286083,1305.7036692386414,780.515607491686,39,462.70900145286083,4
2675,12193,3.1932199,101.6549988,Taman Cuepacs,Kuala Lumpur,Kepong,338.5,800000.0,48,12,5,463.8739978249256,171.48467959561228,1902.4895603997475,65,171.48467959561228,4
2676,9246,3.1886772,101.6435366,Taman Indah Murni,Kuala Lumpur,Segambut,204.5,160000.0,37,9,3,162.65470848836281,1345.3260169804735,589.9526878140541,49,162.65470848836281,4
2677,12442,3.190740108,101.6829987,Taman Kaya,Kuala Lumpur,Jalan Ipoh,349.5,1400000.0,62,18,11,89.86749992027032,273.0323316411316,2137.2252798317754,91,89.86749992027032,4
2678,12772,3.182019949,101.6460037,Taman Prima Impian,Kuala Lumpur,Segambut,702.5,1050000.0,39,3,2,744.8549207020579,1484.2584360420312,1190.2036393559333,44,744.8549207020579,4
2679,12843,3.143490076,101.6650009,Taman SA,Kuala Lumpur,Bangsar,957.0,2950000.0,35,10,3,753.4212226023304,301.29889479456943,976.8013838015122,48,301.29889479456943,4
2680,12872,3.188189983,101.6559982,Taman Segambut Damai,Kuala Lumpur,Segambut,572.0,400000.0,47,10,4,222.2727973711546,395.7729678167484,1973.432874146683,61,222.2727973711546,4
2681,16986,3.1958939,1.6713179,Taman Segambut Indah,Kuala Lumpur,Jalan Kuching,512.5,725000.0,0,0,0,10928411.746359745,10941844.596760388,10932804.234524664,0,10928411.746359745,4
2682,13307,3.135992,101.665677,The Ara,Kuala Lumpur,Bangsar,2463.5,3075000.0,40,15,4,543.6238553556569,886.9159398799809,1804.6599792297236,59,543.6238553556569,4
2683,13653,3.15967989,101.7340012,Villa Ampang,Kuala Lumpur,Taman U-Thant,422.5,550000.0,60,14,8,376.493732506373,776.266156010136,622.3116867245956,82,376.493732506373,4
2684,13670,3.209039927,101.7229996,Villa Danau,Kuala Lumpur,Setapak,429.0,464000.0,49,4,5,222.95022873880436,1043.4051259650523,1025.0295285223988,58,222.95022873880436,4
2685,15250,3.0746542,101.6925839,Villa Mewah,Kuala Lumpur,Salak Selatan,329.0,292500.0,33,10,2,492.49929622271924,843.2530480664395,2881.4273767688173,45,492.49929622271924,4
2686,28203,3.1542402,101.7260303,338 U-Thant,Kuala Lumpur,Taman U-Thant,2689.0,7700000.0,91,26,11,114.86509445839657,924.247668989408,756.5179100374837,128,114.86509445839657,3
2687,8674,3.168349981,101.6439972,Amarin Kiara,Kuala Lumpur,Mont Kiara,1323.0,4100000.0,34,2,3,101.53953120758548,2868.811310467009,535.4244881697482,39,101.53953120758548,3
2688,8707,3.106862,101.662007,Andalucia,Kuala Lumpur,Pantai Dalam/Kerinchi,594.0,820000.0,45,13,6,658.5022929008984,893.5625677188026,1506.9621853794138,64,658.5022929008984,3
2689,8718,3.163649,101.719908,Anjung Damai,Kuala Lumpur,Ampang ,796.0,1800000.0,78,30,15,197.30146703883494,317.2287534027556,1346.0301837939305,123,197.30146703883494,3
2690,16816,3.1380534,101.6613164,Bangsar Ria,Kuala Lumpur,Bangsar,867.0,1440000.0,38,12,4,435.7670864452838,585.9136157762607,1642.843794114041,54,435.7670864452838,3
2691,9064,3.1509869,101.6715454,Bukit Ledang (Damansara Height),Kuala Lumpur,Damansara Heights,832.0,4030000.0,54,16,2,136.9586471672741,700.3216703735218,690.7675991109727,72,136.9586471672741,3
2692,17239,3.183258,101.6631439,Changkat Kiara Rimbun,Kuala Lumpur,Dutamas,718.0,3400000.0,44,10,3,509.79298447917944,355.972739260241,2293.160140478862,57,355.972739260241,3
2693,17022,3.182399,101.661635,Changkat Kiara Surya,Kuala Lumpur,Dutamas,762.0,2600000.0,44,8,3,441.4465177346851,507.3573486175208,2109.0462130942956,55,441.4465177346851,3
2694,9262,3.136980057,101.6640015,Contessa,Kuala Lumpur,Bangsar,636.0,1000000.0,42,14,4,595.5101705607308,719.6084507661792,1703.1205567497748,60,595.5101705607308,3
2695,9278,3.155552,101.705252,Crest Luxury Residences,Kuala Lumpur,KLCC,845.0,1000000.0,92,40,17,500.9854854783914,88.23133239594594,914.8000031527531,149,88.23133239594594,3
2696,15514,3.084594,101.663069,D'Sands Residence,Kuala Lumpur,Jalan Klang Lama (Old Klang Road),623.0,800000.0,37,6,4,115.88875059031787,164.57824898007792,2072.4849465168545,47,115.88875059031787,3
2697,9406,3.103692,101.689247,Danau Villa,Kuala Lumpur,Taman Desa,859.0,2080000.0,38,13,3,267.73650846462715,1194.9301143494285,1525.3108903595698,54,267.73650846462715,3
2698,16830,3.170245,101.732313,Dato Keramat Hujung,Kuala Lumpur,Keramat,260.0,1900000.0,56,10,9,527.4539216633751,476.03008720320355,1217.802449750245,75,476.03008720320355,3
2699,9429,3.158669949,101.723999,Dedaun,Kuala Lumpur,Ampang Hilir,1325.0,4662360.0,78,26,10,476.6333443712157,626.2478418936308,1121.0618433596374,114,476.6333443712157,3
2700,9448,3.0884,101.719243,Desa Bangsawan,Kuala Lumpur,Bandar Tun Razak,300.0,310000.0,44,11,5,373.30184485879374,760.6538480304656,1320.3268865419839,60,373.30184485879374,3
2701,13437,3.181910038,101.6389999,Desa ParkCity (The Ridgewood),Kuala Lumpur,Desa Parkcity,805.0,6600000.0,38,4,2,680.3868278822977,2106.5351070057372,841.406142726589,44,680.3868278822977,3
2702,15582,3.21199,101.652319,Fadason Service Apartments,Kuala Lumpur,Kepong,280.0,310000.0,49,11,5,408.5943420787065,461.23373230456747,701.0287443622581,65,408.5943420787065,3
2703,11880,3.185790062,101.6210022,Sunway SPK Damansara,Kuala Lumpur,Sunway Spk Damansara,804.0,1800000.0,27,5,1,587.2553794002076,1431.4445093443933,1964.4968518253131,33,587.2553794002076,65
2704,13037,3.161639929,101.6539993,Taman Sri Hartamas,Kuala Lumpur,Sri Hartamas,721.0,1200000.0,28,3,2,96.19473810346109,1720.9947863935292,938.4899029435084,33,96.19473810346109,63
2705,9221,3.179849,101.659111,Changkat View,Kuala Lumpur,Dutamas,446.0,486000.0,42,5,2,272.37830830716536,897.2143278906623,1711.6992363932586,49,272.37830830716536,63
2706,16569,3.0511789,101.6801363,Residensi jalil Idaman @ Twin Arkz,Kuala Lumpur,Bukit Jalil,810.0,904000.0,23,5,0,135.58401219874767,1374.3863856560351,4970.3323525492615,28,135.58401219874767,58
2707,13082,3.197079897,101.7340012,Taman Sri Rampai,Kuala Lumpur,Setapak,555.0,513000.0,64,4,5,218.4604249970662,431.9997091667934,696.1564952179929,73,218.4604249970662,63
2708,10103,3.134467,101.707186,Kenanga Point,Kuala Lumpur,Pudu,430.0,401500.0,91,39,7,211.82366408107688,533.4617521856342,681.9395924626579,137,211.82366408107688,62
2709,13053,3.197249889,101.6719971,Taman Sri Kuching,Kuala Lumpur,Jalan Kuching,262.0,200000.0,51,13,2,393.2413159291649,862.1707960748623,3369.3738024664494,66,393.2413159291649,59
2710,13428,3.186909914,101.7040024,The Reach @ Tinggian Titiwangsa,Kuala Lumpur,Setapak,589.5,1068758.5,72,16,17,121.08289636425594,968.2308069036862,1131.327976190668,105,121.08289636425594,60
2711,19575,3.1867985,101.6966744,Bandar Baru Sentul,Kuala Lumpur,Sentul,331.0,188000.0,75,16,17,330.11764735382206,179.9530295968308,1110.1697908992223,108,179.9530295968308,59
2712,9717,3.197149992,101.7099991,Genting Court,Kuala Lumpur,Setapak,290.5,232500.0,70,7,9,193.06278336877864,2051.6134664933898,380.3232457749067,86,193.06278336877864,60
2713,12138,2.820760012,101.9039993,Taman Bunga Raya,Negeri Sembilan,Mantin,,,5,0,1,664.369240662266,8655.154345928642,9677.346460287172,6,664.369240662266,0
2714,16686,3.4199600219727,101.79000091553,"Ria Apartment, Genting Highlands",Pahang,Genting Highlands,,,0,0,1,3255.273075846375,17749.895530527516,17464.20329017561,1,3255.273075846375,0
2715,9461,5.335720062,100.2799988,Desa Daya,Penang,Bukit Jambul,370.5,295000.0,16,0,4,611.5200899180744,11382.721065813543,1642.7359612324149,20,611.5200899180744,4
2716,18007,5.341581,100.215693,Desa Nipah,Penang,Balik Pulau,213.0,149000.0,17,0,3,340.65505733921594,17914.658440668085,2169.908049987268,20,340.65505733921594,4
2717,17980,5.315804,100.266078,Desa Pilihan Flat,Penang,Sungai Ara,187.5,99000.0,15,1,4,393.04576888470035,13786.677387424783,160.84091318432166,20,160.84091318432166,4
2718,28708,5.3678785,100.4550643,Duta Emas,Penang,Bukit Mertajam,334.0,410000.0,26,1,5,558.7136410468576,850.677916664552,1377.2404759672097,32,558.7136410468576,4
2719,9644,5.337170124,100.2890015,Fairway View,Penang,Bukit Jambul,433.0,480000.0,14,0,3,712.2643296597674,10416.758274920396,1930.9538056133702,17,712.2643296597674,4
2720,9645,5.399690151,100.2750015,Fairy Heights,Penang,Ayer Itam,457.5,325000.0,20,0,2,147.82105529935012,11047.4211925411,3187.8861180485387,22,147.82105529935012,4
2721,17275,5.395236,100.402786,Flat Gerbang Tuna,Penang,Seberang Jaya,121.0,67500.0,20,0,6,307.8601895298836,3735.1376977295336,414.1713884325384,26,307.8601895298836,4
2722,17730,5.410619,100.333875,Gat Lebuh Noordin Flat,Penang,Georgetown,148.5,57500.0,49,1,8,324.12727888038285,5478.753292315738,1221.6347202334828,58,324.12727888038285,4
2723,14298,5.394261,100.299962,Greenlane Heights Block A,Penang,Greenlane,399.5,340000.0,62,0,7,396.47137647707433,8217.103095842576,588.0428079115183,69,396.47137647707433,4
2724,9797,5.433899879,100.3150024,Gurney Palace,Penang,Persiaran Gurney,638.0,2700000.0,52,0,10,608.8209748519876,8745.028663469158,970.2446441602438,62,608.8209748519876,4
2725,9810,5.25180006,100.4309998,Halaman Seroja,Penang,Batu Kawan,252.5,182000.0,3,0,1,714.289072406239,6472.820884027149,8231.120081688048,4,714.289072406239,4
2726,15697,5.410182,100.312481,Irama Villa Apartment,Penang,Georgetown,507.5,355000.0,82,0,13,142.88769366997832,7465.223455379177,477.82560169942036,95,142.88769366997832,4
2727,28724,5.4144008,100.3147382,Jalan Kebun Nyor,Penang,Georgetown,377.0,227500.0,88,0,13,65.02606686711249,7468.990299066784,335.18044251881645,101,65.02606686711249,4
2728,27912,5.2813257,100.2708422,Jalan Permatang Damar Laut,Penang,Batu Maung,173.0,100000.0,10,1,1,322.4673275483067,15701.154022611561,3927.090918208861,12,322.4673275483067,3
2729,14354,5.384328,100.278429,Julita Apartment,Penang,Ayer Itam,321.5,225000.0,19,0,2,1232.0749854249525,10461.52906709944,3012.2462606697445,21,1232.0749854249525,4
2730,18110,5.3839622,100.4052601,Kampung Baru Seberang Jaya,Penang,Seberang Perai,64.5,165000.0,19,1,3,589.1356483650294,2852.050071183909,1218.7590654460096,23,589.1356483650294,4
2731,17607,5.241338,100.490991,Kampung Baru Valdor,Penang,Valdor,41.5,270000.0,8,0,2,156.33170404846572,5089.871762897681,2622.567664527693,10,156.33170404846572,4
2732,18072,5.338014,100.271985,Kampung Batak,Penang,Relau,7.0,390000.0,15,0,4,611.7836990596788,12091.006543475814,2197.901095600384,19,611.7836990596788,4
2733,17729,5.307396,100.263952,Kawasan Penempatan Semula Mutiara Perdana,Penang,Bayan Lepas,244.0,715000.0,15,1,4,219.48471147457352,14483.145792160152,1087.4142792617015,20,219.48471147457352,4
2734,17967,5.3292075,100.2670471,Kawasan Sungai Ara,Penang,Sungai Ara,238.0,160000.0,11,0,4,636.2112846461515,12988.524782829087,1388.2384345362425,15,636.2112846461515,4
2735,10129,5.373149872,100.2770004,Kiara Indah,Penang,Paya Terubong,332.0,303500.0,7,0,2,2277.039617770069,10635.71679227408,3681.675175680228,9,2277.039617770069,4
2736,14414,5.412162,100.299317,Lahat Court,Penang,Ayer Itam,481.5,355000.0,72,0,15,351.5577282942498,8879.718854009734,1168.55460482517,87,351.5577282942498,4
2737,10304,5.419229984,100.3199997,Logan Mansion,Penang,Georgetown,919.0,1385000.0,78,1,12,174.9989783418598,7278.884764300668,225.2487471383223,91,174.9989783418598,4
2738,28760,5.4503999,100.3011793,Lorong Halia,Penang,Georgetown,526.5,900000.0,21,0,2,934.263390424624,11113.511333287914,1900.8037215667434,23,934.263390424624,4
2739,24592,5.4470838,100.297525,Mont Residence @ Tanjung Tokong,Penang,Tanjung Tokong,658.5,750000.0,22,0,2,1292.8869197333215,11158.8256960416,1663.0920394138864,24,1292.8869197333215,4
2740,17517,5.461034,100.293608,Mount Evergreen,Penang,Tanjung Bungah,516.5,500000.0,14,0,0,357.4030555801024,12538.640404891432,3255.894158554243,14,357.4030555801024,4
2741,10650,5.439630032,100.3069992,Mutiara Villa,Penang,Persiaran Gurney,737.5,1025000.0,33,0,9,149.630307049538,9826.892854115264,775.596644088862,42,149.630307049538,4
2742,18051,5.353095,100.225739,Novus Park,Penang,Balik Pulau,322.5,740000.0,17,0,4,502.68702524350664,16559.615487582352,860.7497396218174,21,502.68702524350664,4
2743,15911,5.4287877,100.3849862,Pangsa Tanjung Jaya,Penang,Raja Uda,203.5,142500.0,20,0,3,149.1967471946456,5566.269102655798,2030.9046998959586,23,149.1967471946456,4
2744,16011,5.3264204,100.2743599,Pangsapuri Seri Intan,Penang,Sungai Ara,377.5,305000.0,14,0,4,261.91471674461883,12406.789459669719,1063.0667373434756,18,261.91471674461883,4
2745,17516,5.396817,100.213565,Penang Village,Penang,Balik Pulau,433.0,726525.0,5,0,3,169.36237758346584,17737.313522558074,5551.916364454337,8,169.36237758346584,4
2746,22945,5.4049158,100.3329535,Pengkalan Weld,Penang,Georgetown,380.0,270000.0,51,1,7,136.1122747099809,5199.066224194705,1628.5874052193456,59,136.1122747099809,4
2747,17605,5.399581,100.319395,Prestige Jelutong,Penang,Jelutong,386.0,944000.0,73,1,11,48.086293629312514,6295.111687563209,1675.6112289753305,85,48.086293629312514,2
2748,11172,5.340270042,100.310997,Putra Marine,Penang,Sungai Nibong,525.0,1340000.0,8,0,0,1244.7090964610657,8129.040329332735,3824.5887365625904,8,1244.7090964610657,4
2749,28715,0.0,0.0,Rumah Murah Tasek Gelugor,Penang,Tasek Gelugor,90.0,92500.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,4
2750,11561,5.4353489,100.3132696,Silverton,Penang,Persiaran Gurney,542.0,2262500.0,45,0,10,440.1980348643648,8994.768850920056,950.9891767805478,55,440.1980348643648,4
2751,11587,5.401350021,100.3119965,Slim Villas,Penang,Jelutong,872.5,1475000.0,78,0,11,291.3913048661239,7132.977487290347,890.5231117679491,89,291.3913048661239,4
2752,18107,5.402746,100.318418,Sri Indah/Sri Wonder Flat,Penang,Sungai Pinang,266.0,134500.0,77,1,11,206.78693589371994,6523.794650257833,1490.839618224057,89,206.78693589371994,4
2753,11718,5.4119836,100.320778,Sri Pelangi,Penang,Georgetown,364.0,297500.0,83,1,12,327.1982869180675,6757.758399253384,774.5402197596918,96,327.1982869180675,4
2754,11786,5.4876775,100.4586224,Sunrich Place,Penang,Tasek Gelugor,98.0,460000.0,9,0,2,298.4843049304849,4632.549383715375,3643.205791416956,11,298.4843049304849,3
2755,18005,5.4768526,100.3889577,Taman Air Tawar,Penang,Air Tawar,163.5,468660.0,12,0,2,637.4015065566791,10863.021190545198,6606.335480351034,14,637.4015065566791,4
2756,17836,5.4495217,100.3853254,Taman Berlian,Penang,Bagan Ajam,116.0,140000.0,13,0,2,55.02870213022597,7816.419369611804,4320.820731880567,15,55.02870213022597,4
2757,28673,5.4481934,100.2957243,Taman Bukit Erskine,Penang,Georgetown,426.5,280000.0,21,0,2,1110.7889743526864,11389.534268492915,1862.2713017148983,23,1110.7889743526864,4
2758,16393,5.344829,100.295903,Taman Bunga Merah,Penang,Sungai Dua (Island),413.0,280000.0,14,0,1,225.50729504823045,9359.283890643079,3030.7589361255286,15,225.50729504823045,4
2759,17823,5.4148038,100.4104294,Taman Cermai,Penang,Permatang Pauh,345.5,412500.0,15,0,5,534.8909712998352,5683.236840157525,166.94541106434306,20,166.94541106434306,4
2760,17964,5.3948981,100.3123692,Taman Continental,Penang,Jelutong,451.0,700000.0,71,0,9,435.4451604258644,6889.262657788563,931.8255530558855,80,435.4451604258644,3
2761,17859,5.3336673,100.2161261,Taman Desa Mutiara,Penang,Balik Pulau,200.0,200000.0,11,0,4,263.85964111498834,18096.0663247072,2652.1171780453,15,263.85964111498834,4
2762,17671,5.3845095,100.3078105,Taman Gelugor,Penang,Jelutong,816.5,1719000.0,50,0,4,580.7703126378299,7211.487792004755,868.9109858978501,54,580.7703126378299,4
2763,17652,5.3557225,100.4402216,Taman Gemilang Jaya,Penang,Bukit Mertajam,334.5,580000.0,19,2,5,526.2323486634283,2129.8614083437706,698.8293422002167,26,526.2323486634283,4
2764,27984,5.3523879,100.4390994,Taman Gemilang Permai,Penang,Bukit Mertajam,434.0,1150000.0,21,2,5,543.5616844617792,2335.46766335692,964.4883525221336,28,543.5616844617792,3
