project_id,latitude,longitude,state,area,median_psf,median_price
19108,2.5377096,102.831385,Johor,Segamat,93.0,141875
19165,,,Johor,Pontian,177.0,276435
19172,,,Johor,Rengit,71.0,110375
19178,,,Johor,Batu Pahat,113.0,155625
19193,1.8772735,102.9749374,Johor,Batu Pahat,105.0,219375
19211,0.0,0.0,Johor,Batu Pahat,120.0,176375
23523,2.256924,102.530481,Johor,Tangkak,94.0,322331
19343,,,Johor,Kluang,86.0,129625
19357,,,Johor,Batu Pahat,77.0,97875
19382,,,Johor,Pontian,82.0,78500
19409,1.9868866,102.6055947,Johor,Muar,153.0,345188
19442,2.47879,102.84698,Johor,Segamat,77.0,107875
19501,1.8652963,102.9335666,Johor,Batu Pahat,82.0,346250
19516,2.27526,102.55436,Johor,Tangkak,118.0,166500
28173,1.8026515,102.9670465,Johor,Batu Pahat,318.0,787740
15682,1.417049,103.655446,Johor,Kota Iskandar,711.0,1744286
9928,1.466560006,103.7710037,Johor,Johor Bahru,245.0,430715
18364,2.212087,103.54209,Johor,Bekok,46.0,160572
28015,1.8127213,103.4773572,Johor,Layang Layang,62.0,224143
18404,,,Johor,Bakri,55.0,59286
18471,1.5292224,103.6992587,Johor,Johor Bahru,58.0,376786
14554,1.469431938,103.744905,Johor,Johor Bahru,255.0,678572
10792,1.500869989,103.822998,Johor,Permas Jaya/Senibong,311.0,391429
18520,,,Johor,Mersing,64.0,130429
28101,1.4602474,103.9087984,Johor,Pasir Gudang,159.0,152143
16182,1.65072,103.606733,Johor,Kulai,55.0,31286
16312,1.511099,103.682343,Johor,Tampoi,299.0,263572
18543,2.5077569,102.8295657,Johor,Segamat,134.0,233572
18573,,,Johor,Muar,159.0,502386
18590,,,Johor,Muar,118.0,191429
18614,,,Johor,Segamat,189.0,573848
18628,,,Johor,Batu Pahat,388.0,445383
12122,1.4956887,103.8597537,Johor,Masai,148.0,1135286
18667,,,Johor,Johor Bahru,118.0,166429
18697,2.56836,102.72164,Johor,Batu Anam,61.0,75572
18712,,,Johor,Ulu Tiram,111.0,415715
18828,0.0,0.0,Johor,Skudai,131.0,130000
18878,1.8422389,102.946347,Johor,Batu Pahat,110.0,340000
10312,1.5090248,103.7021132,Johor,Johor Bahru,56.0,279858
18913,,,Johor,Pontian,92.0,128286
23913,2.5067836,102.8318618,Johor,Segamat,65.0,74286
19000,2.4241923,103.8370822,Johor,Mersing,100.0,301429
19009,2.50248,102.83199,Johor,Segamat,91.0,217572
23591,0.0,0.0,Johor,Muar,104.0,325000
19054,,,Johor,Labis,100.0,126143
19110,2.0424227,102.5774436,Johor,Muar,113.0,216858
19174,,,Johor,Rengit,132.0,158572
19180,,,Johor,Kluang,70.0,100429
19209,1.8263371,103.3119072,Johor,Simpang Renggam,90.0,134572
19230,1.8557763,102.9322883,Johor,Batu Pahat,153.0,205286
19235,1.6050413,103.6381397,Johor,Senai,193.0,220000
19283,,,Johor,Senai,297.0,457143
19284,,,Johor,Muar,219.0,404286
19305,2.0219161,103.0681081,Johor,Yong Peng,101.0,198143
19344,,,Johor,Batu Pahat,59.0,188072
19351,0.0,0.0,Johor,Layang Layang,43.0,77715
13057,2.042639971,102.5739975,Johor,Muar,123.0,313572
11739,0.0,0.0,Johor,Batu Pahat,117.0,194715
19441,2.0776745,102.5821114,Johor,Muar,99.0,228858
28169,0.0,0.0,Johor,Muar,156.0,473898
19471,,,Johor,Muar,135.0,250858
19476,2.4559199,102.9763258,Johor,Segamat,81.0,118572
13193,1.598690033,103.822998,Johor,Ulu Tiram,140.0,228572
19488,,,Johor,Ulu Tiram,93.0,301000
19492,,,Johor,Kluang,222.0,681429
23532,2.279724,102.520446,Johor,Tangkak,106.0,422286
19508,,,Johor,Parit Raja,159.0,255000
15392,1.5082733,103.7186891,Johor,Johor Bahru,473.0,423572
18330,,,Johor,Segamat,28.0,238000
9127,1.468999982,103.6669998,Johor,Johor Bahru,226.0,883334
15517,1.5471461,103.7045324,Johor,Johor Bahru,441.0,310334
18374,1.5243786,103.8243576,Johor,Plentong,44.0,312500
18413,,,Johor,Johor Bahru,31.0,205000
18433,,,Johor,Kluang,49.0,173667
18468,,,Johor,Johor Bahru,29.0,169167
22892,1.5290687,103.7261102,Johor,Johor Bahru,104.0,915000
10287,1.426100016,103.6080017,Johor,Ledang Heights,304.0,3026667
8615,1.470027,103.743373,Johor,Johor Bahru,379.0,539667
28168,1.7278279,103.6406149,Johor,Kulai,188.0,214500
18572,,,Johor,Ayer Hitam,38.0,187167
18576,,,Johor,Senai,137.0,273834
23539,0.0,0.0,Johor,Muar,120.0,307500
18608,2.38392,103.02718,Johor,Labis,103.0,148334
18617,,,Johor,Yong Peng,91.0,166834
28146,2.4798892,102.8533199,Johor,Segamat,147.0,251334
18701,,,Johor,Senai,130.0,156500
18714,,,Johor,Kluang,150.0,357500
18720,,,Johor,Ayer Hitam,96.0,111684
18775,,,Johor,Muar,116.0,192500
18794,,,Johor,Pekan Nanas (Pekan Nenas),102.0,155834
28180,0.0,0.0,Johor,Endau,92.0,302084
18795,,,Johor,Muar,171.0,201000
23582,0.0,0.0,Johor,Tangkak,103.0,218334
18801,,,Johor,Kulai,172.0,265000
23597,0.0,0.0,Johor,Muar,244.0,987167
18833,,,Johor,Jementah,56.0,91667
23524,2.037308,102.554909,Johor,Muar,147.0,292550
29164,2.2147303,103.5375664,Johor,Kluang,155.0,257517
18892,,,Johor,Muar,104.0,191834
12511,1.658789992,103.5999985,Johor,Kulai,149.0,273834
19143,1.5547825,103.568892,Johor,Kangkar Pulai,262.0,523503
24059,1.4449611,103.618038,Johor,Iskandar Puteri (Nusajaya),425.0,1121038
19146,1.8517206,103.0225954,Johor,Seri Gading,248.0,482987
14092,1.474266,103.748685,Johor,Johor Bahru,170.0,177995
12687,1.496719956,103.9029999,Johor,Pasir Gudang,166.0,258727
19252,,,Johor,Kulai,320.0,374550
18314,,,Johor,Pasir Gudang,176.0,254099
18694,,,Johor,Kota Tinggi,180.0,347664
13183,1.571709991,103.6110001,Johor,Skudai,157.0,229857
19299,1.8382055,102.9314751,Johor,Batu Pahat,131.0,179782
18932,,,Johor,Masai,99.0,77167
18934,,,Johor,Labis,76.0,111334
12573,1.483049989,103.8830032,Johor,Masai,99.0,74167
19036,1.9895953,102.8732944,Johor,Parit Sulong,138.0,352800
23595,0.0,0.0,Johor,Muar,186.0,433334
19083,,,Johor,Parit Jawa,99.0,343167
19091,,,Johor,Bukit Pasir,246.0,610364
19094,,,Johor,Johor Bahru,205.0,234167
28159,2.4999319,102.823081,Johor,Segamat,119.0,159167
19111,2.5346292,102.8305106,Johor,Segamat,95.0,200834
19149,,,Johor,Batu Pahat,155.0,491667
19183,2.3570938,102.9951066,Johor,Labis,126.0,162334
19217,,,Johor,Batu Pahat,92.0,400500
19224,,,Johor,Segamat,171.0,253834
19258,0.0,0.0,Johor,Simpang Renggam,148.0,415000
19279,,,Johor,Segamat,83.0,166334
24043,0.0,0.0,Johor,Kukup,53.0,70500
19290,,,Johor,Batu Pahat,130.0,290000
19298,,,Johor,Skudai,247.0,445000
19303,2.558207,102.7362164,Johor,Batu Anam,121.0,235000
19320,,,Johor,Segamat,69.0,100334
19324,,,Johor,Mersing,148.0,154167
19325,,,Johor,Kluang,151.0,257834
19364,,,Johor,Parit Jawa,123.0,400000
19367,,,Johor,Seri Gading,142.0,273000
19411,2.00502,103.07912,Johor,Yong Peng,91.0,168667
19427,,,Johor,Kulai,215.0,322000
19428,,,Johor,Benut,127.0,184167
13159,2.022690058,103.314003,Johor,Kluang,130.0,597500
19474,,,Johor,Batu Pahat,113.0,221667
19539,,,Johor,Batu Pahat,53.0,225000
18372,,,Johor,Kluang,37.0,230000
28016,2.7007349,102.6831278,Johor,Batu Pahat,43.0,164000
18381,,,Johor,Johor Bahru,32.0,248000
28026,2.0626325,103.1243349,Johor,Batu Pahat,18.0,74400
18401,,,Johor,Johor Bahru,31.0,560000
18410,1.4964405,103.756198,Johor,Johor Bahru,89.0,330000
23925,2.5276663,102.800533,Johor,Segamat,65.0,317400
18474,,,Johor,Pontian,61.0,355000
18476,,,Johor,Johor Bahru,36.0,383000
29122,1.4653859,103.7007524,Johor,Johor Bahru,522.0,1430000
18496,2.054841,102.585814,Johor,Muar,89.0,55000
18511,1.495585,103.8844637,Johor,Masai,92.0,67700
28117,2.0008394,102.5982314,Johor,Muar,120.0,269000
18522,1.8085445,103.4834281,Johor,Layang Layang,139.0,231970
18529,,,Johor,Sungai Mati,38.0,44200
18530,1.5050896,103.6199192,Johor,Skudai,115.0,78800
16098,1.514349,103.68673,Johor,Johor Bahru,575.0,406088
24535,1.4595681,103.7685709,Johor,Johor Bahru,853.0,817400
14964,1.509339,103.688841,Johor,Johor Bahru,175.0,221000
16341,1.4677239,103.7440735,Johor,Johor Bahru,496.0,1348000
18557,2.4267078,102.67658,Johor,Jementah,75.0,137000
18562,,,Johor,Senai,148.0,1396600
18567,,,Johor,Muar,151.0,280000
18605,,,Johor,Benut,106.0,186000
18607,,,Johor,Johor Bahru,137.0,132000
18690,,,Johor,Chaah,167.0,234000
18696,2.48693,102.85379,Johor,Pagoh,99.0,110200
18722,,,Johor,Muar,58.0,243000
18765,0.0,0.0,Johor,Simpang Renggam,189.0,316000
18777,,,Johor,Muar,171.0,321000
18793,,,Johor,Parit Raja,9.0,54000
18819,2.53357,102.828,Johor,Segamat,64.0,105600
18862,,,Johor,Pagoh,62.0,281000
18872,,,Johor,Batu Pahat,107.0,153600
18888,,,Johor,Johor Bahru,161.0,262800
28181,2.5036735,102.8602735,Johor,Segamat,143.0,593350
23599,0.0,0.0,Johor,Mersing,134.0,236400
18907,,,Johor,Segamat,100.0,153600
18920,,,Johor,Kota Tinggi,121.0,280000
18930,,,Johor,Kulai,203.0,342800
18935,,,Johor,Kulai,146.0,227000
18953,,,Johor,Kukup,138.0,499200
18957,1.8368956,102.9294305,Johor,Batu Pahat,56.0,88600
19014,2.49845,102.81783,Johor,Segamat,103.0,184000
28103,1.588333,103.8222292,Johor,Ulu Tiram,84.0,156000
16701,0.0,0.0,Johor,Pontian,97.0,320400
19086,,,Johor,Muar,107.0,257000
19185,2.0778557,102.5819299,Johor,Muar,135.0,464400
19187,,,Johor,Pontian,113.0,387800
12899,2.006609917,103.0670013,Johor,Yong Peng,84.0,176000
19246,,,Johor,Senai,91.0,294000
19275,,,Johor,Sungai Mati,63.0,106324
19302,2.558207,102.7362164,Johor,Batu Anam,98.0,140600
19323,2.2431563,103.0366339,Johor,Chaah,62.0,88600
13029,0.0,0.0,Johor,Jementah,66.0,82000
19331,,,Johor,Muar,201.0,437800
19358,,,Johor,Kluang,154.0,259400
23589,0.0,0.0,Johor,Muar,149.0,247400
19438,2.5594592,102.753632,Johor,Segamat,42.0,45000
19440,2.37219,103.03096,Johor,Labis,54.0,82000
19462,,,Johor,Batu Pahat,215.0,382000
19478,,,Johor,Gugusan Taib Andak,111.0,176000
23924,1.6129113,104.2583951,Johor,Kota Tinggi,31.0,213600
16573,1.4235646,103.614732,Johor,East Ledang,559.0,519600
18324,,,Johor,Kota Tinggi,33.0,130000
15432,1.5979563,103.639249,Johor,Senai,208.0,240000
24848,1.4637104,103.7262429,Johor,Johor Bahru,826.0,890530
24048,1.4906535,103.7257035,Johor,Johor Bahru,627.0,755150
18341,,,Johor,Ulu Tiram,7.0,55000
18885,0.0,0.0,Johor,Johor Bahru,280.0,430392
18308,0.0,0.0,Johor,Tangkak,120.0,242537
18659,1.540637,103.7424154,Johor,Johor Bahru,199.0,372538
12906,1.611170053,103.6449966,Johor,Senai,161.0,282806
18327,0.0,0.0,Johor,Skudai,295.0,513469
15874,1.4575789,103.5937719,Johor,Gelang Patah,328.0,307564
12103,1.518939972,103.689003,Johor,Johor Bahru,260.0,330489
19370,,,Johor,Skudai,302.0,413485
19486,1.8354871,103.299022,Johor,Simpang Renggam,83.0,114476
8616,1.557191,103.7491143,Johor,Johor Bahru,336.0,910568
18342,0.0,0.0,Johor,Johor Bahru,175.0,150000
29145,1.8525639,102.9370468,Johor,Batu Pahat,110.0,389893
27992,1.7527179,103.8898184,Johor,Kota Tinggi,18.0,177500
18356,,,Johor,Gelang Patah,86.0,550000
18358,,,Johor,Johor Bahru,30.0,250000
18360,,,Johor,Muar,66.0,145000
18440,,,Johor,Masai,134.0,197500
18455,,,Johor,Tangkak,135.0,408601
18458,1.5039712,103.6878191,Johor,Tampoi,39.0,106000
18462,,,Johor,Ulu Tiram,53.0,281250
18472,,,Johor,Johor Bahru,108.0,465054
28177,1.4926844,103.6745634,Johor,Johor Bahru,466.0,319000
14507,1.499345,103.821917,Johor,Permas Jaya/Senibong,278.0,236250
10760,1.464030027,103.7679977,Johor,Johor Bahru,402.0,705000
16109,1.475523904,103.7685299,Johor,Johor Bahru,292.0,509898
18532,1.4649018,103.7721847,Johor,Batu Pahat,294.0,471250
29154,2.304256,102.5985792,Johor,Tangkak,148.0,267750
14911,1.486271,103.63619,Johor,Skudai,218.0,218750
18548,,,Johor,Mersing,3326.0,247500
18564,,,Johor,Gemas,24.0,29000
23898,1.4902998,103.3950016,Johor,Pontian,135.0,373750
18574,,,Johor,Pontian,67.0,60500
18577,2.651528,103.6262063,Johor,Endau,69.0,137500
18585,,,Johor,Gerisek,87.0,133750
18609,2.298699,103.135019,Johor,Bekok,66.0,111250
18615,,,Johor,Batu Pahat,147.0,317500
18623,1.71605,103.08861,Johor,Senggarang,83.0,106250
18633,,,Johor,Gemas,88.0,170000
18645,,,Johor,Batu Pahat,78.0,79000
18653,,,Johor,Gemas,108.0,166250
18654,,,Johor,Segamat,93.0,97000
18666,2.5561697,102.7682122,Johor,Segamat,103.0,162500
28050,1.887248,102.9518127,Johor,Batu Pahat,278.0,576500
18751,,,Johor,Labis,44.0,76250
18768,,,Johor,Endau,201.0,332500
18782,,,Johor,Segamat,91.0,187275
18786,,,Johor,Gemas,44.0,152000
18820,,,Johor,Kulai,146.0,210000
18866,,,Johor,Kluang,121.0,170000
18867,,,Johor,Johor Bahru,62.0,266470
18873,,,Johor,Batu Pahat,51.0,75000
18875,,,Johor,Segamat,54.0,46750
18880,2.2540174,103.0447987,Johor,Chaah,72.0,107500
18884,,,Johor,Johor Bahru,150.0,185000
18911,1.93083,102.95705,Johor,Batu Pahat,76.0,90750
28182,0.0,0.0,Johor,Mersing,51.0,55000
18915,,,Johor,Yong Peng,131.0,230500
18916,,,Johor,Pontian,202.0,392500
18933,2.39932,103.01704,Johor,Labis,78.0,223750
18939,,,Johor,Jementah,65.0,148750
29149,2.0176004,102.5727136,Johor,Muar,142.0,367250
18945,,,Johor,Parit Jawa,174.0,241750
18948,,,Johor,Sungai Mati,124.0,165000
18949,,,Johor,Simpang Renggam,100.0,173625
18989,,,Johor,Paloh,44.0,47000
28054,1.8508385,103.0985005,Johor,Parit Raja,33.0,140000
18994,,,Johor,Kluang,169.0,216000
19015,0.0,0.0,Johor,Simpang Renggam,67.0,71500
19016,2.56553,102.71057,Johor,Batu Anam,54.0,143750
19031,,,Johor,Muar,157.0,790000
16720,0.0,0.0,Johor,Pontian,98.0,226250
23976,2.3031776,103.1279115,Johor,Bekok,78.0,122500
19055,1.87139,102.97784,Johor,Batu Pahat,110.0,90000
19072,2.39275,103.86525,Johor,Mersing,112.0,143750
12716,1.86503005,102.9570007,Johor,Batu Pahat,164.0,339750
28046,2.1098055,103.3962741,Johor,Kluang,101.0,213125
19125,0.0,0.0,Johor,Bakri,108.0,297500
19132,1.84829,102.90133,Johor,Batu Pahat,116.0,236625
19157,,,Johor,Layang Layang,82.0,114250
19162,,,Johor,Muar,104.0,306250
19168,,,Johor,Kluang,95.0,180250
19182,2.43152,102.67848,Johor,Jementah,67.0,46000
19186,1.8232921,103.3025756,Johor,Simpang Renggam,112.0,300000
19194,2.38381,102.91729,Johor,Labis,129.0,187500
19233,,,Johor,Muar,184.0,302000
10840,0.0,0.0,Johor,Yong Peng,38.0,121750
28171,1.4955148,103.4173617,Johor,Pontian,159.0,258250
12313,0.0,0.0,Johor,Parit Sulong,132.0,403750
28187,2.0558752,103.3454712,Johor,Kluang,153.0,426724
19269,2.1879269,103.2009598,Johor,Paloh,77.0,362000
19274,,,Johor,Batu Pahat,238.0,382500
19292,,,Johor,Kulai,85.0,215000
19301,2.39638,103.02017,Johor,Labis,86.0,157500
19327,,,Johor,Muar,72.0,169000
11570,1.8898267,102.9494251,Johor,Batu Pahat,199.0,308750
19340,,,Johor,Segamat,100.0,175000
19378,,,Johor,Pekan Nanas (Pekan Nenas),192.0,324000
19390,,,Johor,Senggarang,82.0,150500
19400,,,Johor,pagoh,29.0,53960
28111,1.6006941,103.8208575,Johor,Ulu Tiram,96.0,198750
19437,1.8654935,102.9585193,Johor,Batu Pahat,201.0,834000
19469,,,Johor,Batu Pahat,136.0,298750
19470,,,Johor,Muar,240.0,397500
19480,,,Johor,Parit Raja,95.0,129000
19482,,,Johor,Muar,85.0,122500
19484,,,Johor,Tangkak,183.0,291250
19489,,,Johor,Ulu Tiram,144.0,352000
19517,2.21931,103.54653,Johor,Bekok,29.0,43750
8561,1.501430035,103.7659988,Johor,Johor Bahru,606.0,521735
8620,1.4270043,103.634692,Johor,Iskandar Puteri (Nusajaya),805.0,565896
12685,1.480631,103.6664973,Johor,Johor Bahru,339.0,531296
18303,0.0,0.0,Johor,Bukit Gambir,130.0,354408
12091,1.5330668,103.6967307,Johor,Johor Bahru,190.0,385591
13073,1.567574,103.618887,Johor,Skudai,165.0,250792
13136,1.480540037,103.6910019,Johor,Johor Bahru,289.0,706402
19459,2.2703664,102.5498108,Johor,Tangkak,112.0,247478
13118,2.061640024,102.5859985,Johor,Muar,149.0,392129
12688,1.482349992,103.6699982,Johor,Johor Bahru,404.0,926808
19396,,,Johor,Johor Bahru,178.0,413474
18917,2.02047,103.0805726,Johor,Yong Peng,217.0,347159
18329,,,Johor,Johor Bahru,279.0,2266667
18359,1.69917,103.48528,Johor,Kulai,26.0,100000
18370,1.4931111,103.8803515,Johor,Masai,26.0,101000
18379,,,Johor,Senai,66.0,109334
18382,,,Johor,Kluang,40.0,296667
18393,2.09961,103.39651,Johor,Kluang,67.0,98334
18398,1.75526,103.3064,Johor,Benut,16.0,117334
18407,,,Johor,Pasir Gudang,70.0,168334
18416,1.4475389,103.5837129,Johor,Gelang Patah,19.0,143334
23912,1.9709097,103.0591617,Johor,Yong Peng,82.0,376667
22884,1.472141,103.87861,Johor,Masai,19.0,113083
18487,,,Johor,Kulai,155.0,311667
18494,1.5066525,103.8685847,Johor,Masai,307.0,510000
18731,1.5496831,103.7328015,Johor,Johor Bahru,516.0,631200
24054,1.4904105,103.8304717,Johor,Masai,526.0,656000
18510,,,Johor,Muar,75.0,49334
18521,,,Johor,Segamat,54.0,86667
18524,2.48498,102.851334,Johor,Segamat,38.0,39000
17205,1.4777853,103.6586453,Johor,Johor Bahru,564.0,622000
11712,1.468700051,103.7429962,Johor,Johor Bahru,176.0,573334
16329,1.5096756,103.6823157,Johor,Tampoi,274.0,296667
18553,,,Johor,Batu Pahat,212.0,228334
18569,,,Johor,Batu Pahat,1928.0,223334
18570,,,Johor,Muar,65.0,136667
18580,,,Johor,Jementah,60.0,62334
18584,,,Johor,Pontian,112.0,228334
18610,2.54555,102.76906,Johor,Segamat,52.0,80000
18613,,,Johor,Muar,80.0,198167
23603,0.0,0.0,Johor,Muar,192.0,443667
12157,1.867443,102.9724397,Johor,Batu Pahat,175.0,251667
18682,,,Johor,Muar,97.0,265000
18713,,,Johor,Jementah,72.0,140000
18723,,,Johor,Pontian,178.0,229334
18734,0.0,0.0,Johor,Kluang,184.0,294600
18752,,,Johor,Johor Bahru,95.0,249000
18785,2.490796,102.846157,Johor,Segamat,162.0,540000
18808,,,Johor,Segamat,43.0,86667
18824,2.48766,102.85152,Johor,Segamat,117.0,248334
18832,,,Johor,Batu Pahat,213.0,343334
18837,,,Johor,Simpang Renggam,68.0,113667
18883,,,Johor,Segamat,97.0,185000
24033,0.0,0.0,Johor,Paloh,117.0,471667
18918,,,Johor,Kota Tinggi,125.0,140000
18928,,,Johor,Jementah,73.0,127334
18931,,,Johor,Batu Pahat,77.0,262667
23530,1.999326,102.608495,Johor,Muar,133.0,622777
23584,0.0,0.0,Johor,Batu Pahat,161.0,339134
18959,1.6840232,103.1562374,Johor,Rengit,116.0,288448
23492,0.0,0.0,Johor,Muar,58.0,43167
18984,2.5824814,102.6208696,Johor,Gemas,91.0,140000
19017,,,Johor,Batu Pahat ,150.0,325334
19032,,,Johor,Paloh,170.0,284334
19039,,,Johor,Bukit Pasir,106.0,179334
23540,0.0,0.0,Johor,Muar,79.0,290000
19065,,,Johor,Batu Pahat,160.0,562667
19066,,,Johor,Panchor,129.0,296600
19068,,,Johor,Rengit,209.0,393334
19080,,,Johor,Muar,159.0,266334
19097,2.2707755,102.5337086,Johor,Tangkak,128.0,196667
23606,1.9585757,102.6397437,Johor,Muar,99.0,340000
19104,,,Johor,Batu Pahat,136.0,176667
19112,1.5068281,103.8165427,Johor,Permas Jaya/Senibong,301.0,1810000
23556,0.0,0.0,Johor,Muar,117.0,243334
19128,2.4017307,103.0144553,Johor,Labis,62.0,68667
19135,,,Johor,Johor Bahru,179.0,350000
19173,,,Johor,Rengit,241.0,463334
19175,,,Johor,Pengerang,154.0,200000
19181,1.875717,102.964458,Johor,Batu Pahat,159.0,216000
28107,1.7261547,103.4443198,Johor,Kulai,76.0,168334
19198,,,Johor,Tangkak,81.0,125000
19225,,,Johor,Kota Tinggi,80.0,56000
19227,,,Johor,Segamat,158.0,261667
19242,,,Johor,Semerah,120.0,242667
19266,,,Johor,Segamat,100.0,192334
19287,0.0,0.0,Johor,Simpang Renggam,96.0,478000
29250,2.0314075,102.5853683,Johor,Muar,94.0,327000
19289,,,Johor,Muar,134.0,280000
19291,1.83077,103.30464,Johor,Simpang Renggam,127.0,305000
19293,,,Johor,Batu Pahat,56.0,85000
19316,2.302985,103.128685,Johor,Bekok,82.0,127667
23594,0.0,0.0,Johor,Batu Pahat,160.0,201667
12339,0.0,0.0,Johor,Kulai,85.0,341667
23895,1.642475,103.2607868,Johor,Benut,95.0,123334
22833,1.5024216,103.7524318,Johor,Johor Bahru,136.0,593334
19449,,,Johor,Kulai,72.0,173334
19467,2.508122,102.8353218,Johor,Segamat,72.0,138334
19495,,,Johor,Mersing,87.0,93334
19502,,,Johor,Panchor,141.0,229167
19525,,,Johor,Simpang Renggam,49.0,75000
19531,,,Johor,Pontian,151.0,260000
15489,1.4996771,103.8674283,Johor,Masai,173.0,345000
18313,,,Johor,Johor Bahru,38.0,384000
18328,0.0,0.0,Johor,Bukit Gambir,133.0,460000
27991,2.3456484,102.8152702,Johor,Muar,76.0,201500
28155,2.3816422,102.9049775,Johor,Labis,20.0,250000
18338,,,Johor,Pasir Gudang,11.0,102500
15648,1.4261013,103.6388987,Johor,Iskandar Puteri (Nusajaya),876.0,500000
29170,2.1009035,102.4973059,Johor,Muar,45.0,330000
29152,0.0,0.0,Johor,Kluang,29.0,120000
12768,0.0,0.0,Johor,Kulai,13.0,77500
19350,,,Johor,Kluang,55.0,205917
15358,1.4964844,103.8553677,Johor,Masai,139.0,118610
24543,1.5949767,103.7333949,Johor,Johor Bahru,430.0,724516
14682,1.5049377,103.7083957,Johor,Johor Bahru,269.0,258193
19455,1.4954013,103.6597066,Johor,Skudai,294.0,233914
19526,2.5522884,102.7913546,Johor,Segamat,114.0,258659
12604,1.492599964,103.7639999,Johor,Johor Bahru,214.0,790786
19034,1.5189733,103.63065,Johor,Skudai,397.0,710503
28053,2.0701663,102.5766787,Johor,Muar,174.0,331769
27998,2.0521939,102.6456178,Johor,Bakri,181.0,457573
28019,2.0281976,103.3489864,Johor,Kluang,17.0,71000
18406,,,Johor,Simpang Renggam,18.0,69500
18417,,,Johor,Kangkar Pulai,53.0,340000
29146,2.0188983,102.612186,Johor,Muar,96.0,580000
28022,2.4219335,103.8252262,Johor,Mersing,49.0,475000
18449,,,Johor,Rengam,20.0,150000
18459,,,Johor,Kluang,46.0,245000
18478,1.5164506,103.7274664,Johor,Johor Bahru,59.0,325000
28176,1.5086911,103.717741,Johor,Johor Bahru,251.0,264100
16277,1.471062,103.762499,Johor,Johor Bahru,754.0,559625
16067,1.468477,103.77047,Johor,Johor Bahru,553.0,500000
18525,2.4829468,102.8429759,Johor,Segamat,36.0,45000
18526,2.4800312,102.8435867,Johor,Segamat,17.0,30744
23974,1.5066867,103.6843722,Johor,Tampoi,28.0,17500
15044,1.468499,103.770047,Johor,Johor Bahru,260.0,464500
18545,,,Johor,Senggarang,93.0,145000
18565,,,Johor,Batu Pahat,92.0,95500
18579,1.88168,103.26458,Johor,Simpang Renggam,84.0,300000
18593,,,Johor,Johor Bahru,60.0,300000
12019,1.498952,103.7888812,Johor,Johor Bahru,258.0,255000
29161,2.0201104,103.2928907,Johor,Kluang,153.0,393800
23602,0.0,0.0,Johor,Muar,128.0,162500
18627,,,Johor,Batu Pahat,231.0,355000
23592,0.0,0.0,Johor,Kluang,74.0,332500
18660,,,Johor,Parit Raja,145.0,233000
18665,,,Johor,Muar,159.0,192000
18672,,,Johor,Muar,82.0,200000
18687,,,Johor,Muar,92.0,106500
18691,2.2439686,103.0380673,Johor,Chaah,57.0,44000
18735,,,Johor,Kota Tinggi,135.0,136500
18738,,,Johor,Kluang,93.0,130000
18770,0.0,0.0,Johor,Pagoh,94.0,115500
18783,,,Johor,Parit Raja,83.0,257500
18798,,,Johor,Johor Bahru,85.0,275000
18802,,,Johor,Endau,96.0,224000
18809,,,Johor,Kota Tinggi,157.0,162500
18813,,,Johor,Kluang,164.0,270000
18821,2.2327975,103.0423028,Johor,Chaah,146.0,225000
18822,2.0521531,103.354022,Johor,Kluang,67.0,48500
18841,,,Johor,Pontian,88.0,390000
18852,2.42865,102.67824,Johor,Jementah,114.0,175000
18853,1.8237465,103.3087069,Johor,Simpang Renggam,112.0,160000
18879,,,Johor,Chaah,65.0,83900
18904,,,Johor,Kluang,130.0,525000
18947,,,Johor,Batu Pahat,99.0,145000
18962,,,Johor,Johor Bahru,113.0,327500
10557,0.0,0.0,Johor,Segamat,117.0,215000
18971,,,Johor,Muar,120.0,350000
18998,2.5282862,102.8267405,Johor,Segamat,128.0,182500
19022,1.8362492,103.32031,Johor,Simpang Renggam,62.0,47500
19027,,,Johor,Segamat,83.0,285000
19044,2.047451,103.335437,Johor,Kluang,111.0,265000
19057,2.2451,103.03778,Johor,Chaah,85.0,130000
19069,,,Johor,Rengit,90.0,268000
19075,,,Johor,Mersing,67.0,115000
23590,0.0,0.0,Johor,Muar,145.0,230000
19079,,,Johor,Senggarang,87.0,152500
19107,2.536011,102.831318,Johor,Segamat,97.0,160000
19115,2.2714,102.53854,Johor,Tangkak,96.0,400000
19118,,,Johor,Gelang Patah,71.0,225000
19121,,,Johor,Parit Raja,89.0,270000
19158,2.4349343,102.6842109,Johor,Jementah,71.0,57500
19176,,,Johor,Rengit,102.0,205000
19195,,,Johor,Muar,236.0,534000
19208,2.03678,103.33939,Johor,Kluang,138.0,177500
19213,,,Johor,Skudai,110.0,107000
19216,,,Johor,Kulai,98.0,370000
19223,,,Johor,Skudai,123.0,295000
19234,,,Johor,Skudai,107.0,97500
19237,,,Johor,Sungai Mati,97.0,340000
19241,,,Johor,Yong Peng,71.0,75000
19243,,,Johor,Pontian,95.0,355000
19250,,,Johor,Jementah,89.0,170000
19270,,,Johor,Johor Bahru,68.0,120000
19282,,,Johor,Muar,104.0,227500
23578,0.0,0.0,Johor,Kluang,71.0,342500
19317,,,Johor,Benut,107.0,82500
19336,2.5391064,102.8062115,Johor,Segamat,133.0,204000
19346,,,Johor,Pekan Nanas (Pekan Nenas),265.0,310000
